RUN	SolrFacetQueryTraffic	solrfacetquerytraffic	1545818400079	 	3.0.1
USER	Users	97	START	1545818412407	1545818412407
REQUEST	70		Search	1545818411792	1545818412434	OK	 
REQUEST	91		Search	1545818411807	1545818412431	OK	 
REQUEST	18		Search	1545818410866	1545818412147	OK	 
REQUEST	34		Search	1545818411403	1545818412438	OK	 
REQUEST	28		Search	1545818411343	1545818412356	OK	 
USER	Users	98	START	1545818412506	1545818412506
USER	Users	99	START	1545818412606	1545818412606
REQUEST	16		Search	1545818411795	1545818412687	OK	 
REQUEST	35		Search	1545818411797	1545818412689	OK	 
USER	Users	16	END	1545818404318	1545818412688
USER	Users	100	START	1545818412710	1545818412710
REQUEST	73		Search	1545818411888	1545818412737	OK	 
REQUEST	20		Search	1545818411796	1545818412747	OK	 
REQUEST	92		Search	1545818411908	1545818412753	OK	 
USER	Users	101	START	1545818412806	1545818412806
REQUEST	28		Search	1545818412458	1545818412821	OK	 
REQUEST	36		Search	1545818411738	1545818412878	OK	 
REQUEST	85		Search	1545818411737	1545818412888	OK	 
REQUEST	22		Search	1545818411793	1545818412892	OK	 
USER	Users	22	END	1545818404908	1545818412895
USER	Users	102	START	1545818412905	1545818412905
REQUEST	19		Search	1545818411798	1545818412916	OK	 
REQUEST	26		Search	1545818411795	1545818412923	OK	 
REQUEST	78		Search	1545818411801	1545818412929	OK	 
REQUEST	87		Search	1545818411408	1545818412933	OK	 
REQUEST	45		Search	1545818411738	1545818412933	OK	 
REQUEST	84		Search	1545818411799	1545818412936	OK	 
REQUEST	30		Search	1545818411801	1545818412948	OK	 
REQUEST	34		Search	1545818412441	1545818412968	OK	 
REQUEST	41		Search	1545818411811	1545818412968	OK	 
REQUEST	74		Search	1545818411804	1545818412967	OK	 
USER	Users	103	START	1545818413011	1545818413011
REQUEST	72		Search	1545818411791	1545818413062	OK	 
USER	Users	104	START	1545818413106	1545818413106
REQUEST	79		Search	1545818411742	1545818413116	OK	 
REQUEST	66		Search	1545818411792	1545818413127	OK	 
REQUEST	41		Search	1545818412970	1545818413198	OK	 
USER	Users	105	START	1545818413206	1545818413206
REQUEST	29		Search	1545818411803	1545818413214	OK	 
REQUEST	80		Search	1545818410718	1545818413130	OK	 
USER	Users	106	START	1545818413306	1545818413306
USER	Users	107	START	1545818413406	1545818413406
USER	Users	108	START	1545818413505	1545818413505
USER	Users	109	START	1545818413614	1545818413614
REQUEST	90		Search	1545818411730	1545818413655	OK	 
REQUEST	39		Search	1545818412371	1545818413656	OK	 
REQUEST	59		Search	1545818411809	1545818413663	OK	 
REQUEST	51		Search	1545818411551	1545818413695	OK	 
REQUEST	61		Search	1545818411802	1545818413708	OK	 
REQUEST	102		Search	1545818412907	1545818413711	OK	 
USER	Users	110	START	1545818413713	1545818413713
REQUEST	82		Search	1545818411742	1545818413719	OK	 
REQUEST	97		Search	1545818412408	1545818413733	OK	 
REQUEST	23		Search	1545818411883	1545818413746	OK	 
USER	Users	111	START	1545818413993	1545818413993
USER	Users	112	START	1545818413993	1545818413993
USER	Users	113	START	1545818413993	1545818413993
REQUEST	31		Search	1545818412284	1545818414008	OK	 
REQUEST	46		Search	1545818412320	1545818414012	OK	 
REQUEST	65		Search	1545818411735	1545818414015	OK	 
REQUEST	78		Search	1545818412930	1545818414015	OK	 
REQUEST	77		Search	1545818411740	1545818414018	OK	 
REQUEST	9		Search	1545818411808	1545818414019	OK	 
REQUEST	70		Search	1545818412435	1545818414019	OK	 
REQUEST	67		Search	1545818411330	1545818414019	OK	 
REQUEST	71		Search	1545818411813	1545818414021	OK	 
REQUEST	60		Search	1545818411807	1545818413607	OK	 
REQUEST	68		Search	1545818411795	1545818414025	OK	 
REQUEST	58		Search	1545818412276	1545818414031	OK	 
REQUEST	43		Search	1545818411799	1545818414081	OK	 
USER	Users	114	START	1545818414107	1545818414107
REQUEST	62		Search	1545818412390	1545818414182	OK	 
REQUEST	84		Search	1545818412939	1545818414184	OK	 
REQUEST	73		Search	1545818412747	1545818414186	OK	 
REQUEST	94		Search	1545818412111	1545818414187	OK	 
REQUEST	50		Search	1545818411986	1545818413993	OK	 
REQUEST	18		Search	1545818412438	1545818414198	OK	 
USER	Users	115	START	1545818414208	1545818414208
USER	Users	116	START	1545818414306	1545818414306
REQUEST	28		Search	1545818412824	1545818414371	OK	 
REQUEST	35		Search	1545818412694	1545818414386	OK	 
USER	Users	117	START	1545818414413	1545818414413
REQUEST	100		Search	1545818412711	1545818414445	OK	 
USER	Users	118	START	1545818414513	1545818414513
REQUEST	56		Search	1545818412392	1545818414523	OK	 
REQUEST	37		Search	1545818411794	1545818414525	OK	 
REQUEST	57		Search	1545818411885	1545818414529	OK	 
REQUEST	42		Search	1545818412352	1545818414536	OK	 
REQUEST	104		Search	1545818413107	1545818414538	OK	 
REQUEST	25		Search	1545818411892	1545818414541	OK	 
REQUEST	32		Search	1545818411808	1545818414542	OK	 
REQUEST	52		Search	1545818411797	1545818414556	OK	 
REQUEST	21		Search	1545818411791	1545818414569	OK	 
USER	Users	21	END	1545818404817	1545818414573
REQUEST	53		Search	1545818411792	1545818414573	OK	 
REQUEST	86		Search	1545818411806	1545818414600	OK	 
REQUEST	47		Search	1545818411741	1545818414600	OK	 
USER	Users	119	START	1545818414610	1545818414610
REQUEST	98		Search	1545818412507	1545818414620	OK	 
REQUEST	83		Search	1545818411891	1545818414635	OK	 
REQUEST	81		Search	1545818411738	1545818414638	OK	 
REQUEST	33		Search	1545818411799	1545818414640	OK	 
REQUEST	75		Search	1545818411805	1545818414640	OK	 
REQUEST	92		Search	1545818412755	1545818414641	OK	 
REQUEST	76		Search	1545818411805	1545818414651	OK	 
REQUEST	96		Search	1545818412307	1545818414664	OK	 
REQUEST	87		Search	1545818412937	1545818414667	OK	 
REQUEST	54		Search	1545818412326	1545818414678	OK	 
REQUEST	17		Search	1545818411797	1545818414689	OK	 
REQUEST	29		Search	1545818413248	1545818414699	OK	 
USER	Users	120	START	1545818414714	1545818414714
REQUEST	107		Search	1545818413406	1545818414756	OK	 
REQUEST	20		Search	1545818412750	1545818414758	OK	 
USER	Users	20	END	1545818404717	1545818414760
USER	Users	121	START	1545818414808	1545818414808
REQUEST	102		Search	1545818413714	1545818414826	OK	 
REQUEST	64		Search	1545818411795	1545818414826	OK	 
REQUEST	67		Search	1545818414021	1545818414870	OK	 
REQUEST	15		Search	1545818411738	1545818414872	OK	 
USER	Users	15	END	1545818404216	1545818414874
REQUEST	93		Search	1545818412007	1545818414873	OK	 
REQUEST	41		Search	1545818413203	1545818414874	OK	 
REQUEST	59		Search	1545818413671	1545818414876	OK	 
REQUEST	72		Search	1545818413064	1545818414878	OK	 
REQUEST	82		Search	1545818413723	1545818414879	OK	 
REQUEST	36		Search	1545818412881	1545818414882	OK	 
REQUEST	40		Search	1545818412316	1545818414881	OK	 
REQUEST	66		Search	1545818413132	1545818414886	OK	 
REQUEST	26		Search	1545818412928	1545818414895	OK	 
REQUEST	88		Search	1545818412178	1545818414903	OK	 
USER	Users	122	START	1545818414906	1545818414906
REQUEST	85		Search	1545818412892	1545818414950	OK	 
REQUEST	34		Search	1545818412970	1545818414954	OK	 
REQUEST	111		Search	1545818413993	1545818414955	OK	 
REQUEST	48		Search	1545818411810	1545818414965	OK	 
USER	Users	123	START	1545818415007	1545818415007
USER	Users	124	START	1545818415106	1545818415106
REQUEST	95		Search	1545818412222	1545818415200	OK	 
USER	Users	125	START	1545818415217	1545818415217
REQUEST	74		Search	1545818412972	1545818415245	OK	 
REQUEST	112		Search	1545818413994	1545818415258	OK	 
REQUEST	100		Search	1545818414463	1545818415290	OK	 
USER	Users	126	START	1545818415314	1545818415314
REQUEST	44		Search	1545818411883	1545818415334	OK	 
REQUEST	84		Search	1545818414187	1545818415338	OK	 
REQUEST	46		Search	1545818414016	1545818415372	OK	 
REQUEST	90		Search	1545818413663	1545818415380	OK	 
REQUEST	99		Search	1545818412607	1545818415389	OK	 
USER	Users	127	START	1545818415407	1545818415407
USER	Users	128	START	1545818415506	1545818415506
USER	Users	129	START	1545818415605	1545818415605
USER	Users	130	START	1545818415706	1545818415706
REQUEST	68		Search	1545818414029	1545818415731	OK	 
REQUEST	58		Search	1545818414036	1545818415740	OK	 
REQUEST	81		Search	1545818414664	1545818415742	OK	 
REQUEST	25		Search	1545818414543	1545818415772	OK	 
REQUEST	91		Search	1545818412437	1545818415643	OK	 
USER	Users	131	START	1545818415807	1545818415807
USER	Users	132	START	1545818415917	1545818415917
USER	Users	133	START	1545818416016	1545818416016
USER	Users	134	START	1545818416116	1545818416116
REQUEST	57		Search	1545818414533	1545818416204	OK	 
REQUEST	35		Search	1545818414394	1545818416200	OK	 
USER	Users	135	START	1545818416222	1545818416222
REQUEST	38		Search	1545818411805	1545818416207	OK	 
REQUEST	42		Search	1545818414541	1545818416239	OK	 
REQUEST	39		Search	1545818413663	1545818416309	OK	 
REQUEST	79		Search	1545818413119	1545818416320	OK	 
USER	Users	136	START	1545818416325	1545818416325
REQUEST	105		Search	1545818413207	1545818416323	OK	 
REQUEST	108		Search	1545818413506	1545818416338	OK	 
REQUEST	69		Search	1545818412138	1545818416349	OK	 
REQUEST	109		Search	1545818413615	1545818416347	OK	 
REQUEST	33		Search	1545818414665	1545818416357	OK	 
USER	Users	33	END	1545818406006	1545818416358
REQUEST	24		Search	1545818411792	1545818416379	OK	 
REQUEST	52		Search	1545818414562	1545818416381	OK	 
REQUEST	37		Search	1545818414529	1545818416393	OK	 
REQUEST	101		Search	1545818412806	1545818416396	OK	 
REQUEST	65		Search	1545818414017	1545818416404	OK	 
REQUEST	110		Search	1545818413714	1545818416420	OK	 
USER	Users	137	START	1545818416424	1545818416424
REQUEST	80		Search	1545818413256	1545818416413	OK	 
REQUEST	49		Search	1545818411798	1545818416435	OK	 
USER	Users	138	START	1545818416525	1545818416525
REQUEST	55		Search	1545818411884	1545818416526	OK	 
REQUEST	103		Search	1545818413012	1545818416532	OK	 
REQUEST	63		Search	1545818412242	1545818416530	OK	 
REQUEST	23		Search	1545818413749	1545818416539	OK	 
USER	Users	23	END	1545818405006	1545818416543
REQUEST	47		Search	1545818414607	1545818416542	OK	 
REQUEST	89		Search	1545818411730	1545818416542	OK	 
USER	Users	139	START	1545818416617	1545818416617
REQUEST	61		Search	1545818413714	1545818416642	OK	 
REQUEST	86		Search	1545818414607	1545818416695	OK	 
USER	Users	140	START	1545818416719	1545818416719
REQUEST	62		Search	1545818414184	1545818416766	OK	 
REQUEST	39		Search	1545818416314	1545818416768	OK	 
REQUEST	106		Search	1545818413306	1545818416768	OK	 
USER	Users	141	START	1545818416817	1545818416817
USER	Users	142	START	1545818416906	1545818416906
USER	Users	146	START	1545818417368	1545818417368
USER	Users	143	START	1545818417368	1545818417368
USER	Users	145	START	1545818417368	1545818417368
USER	Users	144	START	1545818417368	1545818417368
REQUEST	138		Search	1545818416525	1545818417701	OK	 
REQUEST	66		Search	1545818414887	1545818417701	OK	 
REQUEST	85		Search	1545818414954	1545818417702	OK	 
REQUEST	120		Search	1545818414714	1545818417703	OK	 
REQUEST	73		Search	1545818414188	1545818417701	OK	 
REQUEST	32		Search	1545818414544	1545818417701	OK	 
REQUEST	87		Search	1545818414669	1545818417701	OK	 
REQUEST	48		Search	1545818414966	1545818417707	OK	 
REQUEST	102		Search	1545818414828	1545818417701	OK	 
REQUEST	34		Search	1545818414956	1545818417709	OK	 
USER	Users	147	START	1545818417710	1545818417710
USER	Users	148	START	1545818417710	1545818417710
REQUEST	18		Search	1545818414200	1545818417710	OK	 
USER	Users	150	START	1545818417710	1545818417710
USER	Users	149	START	1545818417710	1545818417710
REQUEST	55		Search	1545818416533	1545818417708	OK	 
REQUEST	94		Search	1545818414192	1545818417707	OK	 
REQUEST	67		Search	1545818414873	1545818417711	OK	 
REQUEST	29		Search	1545818414703	1545818417711	OK	 
REQUEST	51		Search	1545818413703	1545818417712	OK	 
REQUEST	77		Search	1545818414020	1545818417715	OK	 
REQUEST	113		Search	1545818413994	1545818417704	OK	 
REQUEST	28		Search	1545818414378	1545818417718	OK	 
REQUEST	76		Search	1545818414665	1545818417726	OK	 
REQUEST	44		Search	1545818415340	1545818417735	OK	 
USER	Users	151	START	1545818417806	1545818417806
REQUEST	111		Search	1545818414957	1545818417866	OK	 
REQUEST	93		Search	1545818414875	1545818417877	OK	 
USER	Users	152	START	1545818417917	1545818417917
REQUEST	117		Search	1545818414414	1545818417939	OK	 
REQUEST	54		Search	1545818414682	1545818417924	OK	 
REQUEST	56		Search	1545818414529	1545818417939	OK	 
REQUEST	98		Search	1545818414626	1545818417889	OK	 
REQUEST	50		Search	1545818414198	1545818417955	OK	 
REQUEST	71		Search	1545818414023	1545818417928	OK	 
REQUEST	78		Search	1545818414018	1545818417940	OK	 
REQUEST	119		Search	1545818414610	1545818417958	OK	 
REQUEST	124		Search	1545818415107	1545818417959	OK	 
REQUEST	74		Search	1545818415252	1545818417989	OK	 
REQUEST	70		Search	1545818414020	1545818417990	OK	 
USER	Users	153	START	1545818418016	1545818418016
REQUEST	96		Search	1545818414670	1545818418026	OK	 
REQUEST	115		Search	1545818414209	1545818418029	OK	 
REQUEST	64		Search	1545818414833	1545818418033	OK	 
REQUEST	53		Search	1545818414581	1545818418052	OK	 
REQUEST	141		Search	1545818416817	1545818418030	OK	 
REQUEST	61		Search	1545818416647	1545818418109	OK	 
USER	Users	154	START	1545818418116	1545818418116
REQUEST	82		Search	1545818414880	1545818418126	OK	 
REQUEST	92		Search	1545818414665	1545818418152	OK	 
REQUEST	97		Search	1545818413738	1545818417719	OK	 
USER	Users	155	START	1545818418217	1545818418217
REQUEST	17		Search	1545818414693	1545818418217	OK	 
REQUEST	27		Search	1545818409816	1545818416242	OK	 
REQUEST	43		Search	1545818414082	1545818418236	OK	 
REQUEST	107		Search	1545818414758	1545818418240	OK	 
REQUEST	75		Search	1545818414665	1545818418242	OK	 
USER	Users	156	START	1545818418316	1545818418316
USER	Users	157	START	1545818418416	1545818418416
USER	Users	158	START	1545818418518	1545818418518
USER	Users	159	START	1545818418617	1545818418617
USER	Users	160	START	1545818418722	1545818418722
REQUEST	114		Search	1545818414108	1545818418745	OK	 
REQUEST	116		Search	1545818414306	1545818418753	OK	 
REQUEST	59		Search	1545818414878	1545818418811	OK	 
USER	Users	161	START	1545818418816	1545818418816
REQUEST	83		Search	1545818414664	1545818418859	OK	 
REQUEST	31		Search	1545818414012	1545818418863	OK	 
USER	Users	162	START	1545818418908	1545818418908
REQUEST	72		Search	1545818414880	1545818418932	OK	 
REQUEST	42		Search	1545818416309	1545818418933	OK	 
USER	Users	42	END	1545818406905	1545818418938
REQUEST	26		Search	1545818414897	1545818418956	OK	 
REQUEST	40		Search	1545818414885	1545818418967	OK	 
REQUEST	38		Search	1545818416272	1545818418984	OK	 
REQUEST	136		Search	1545818416326	1545818418983	OK	 
REQUEST	122		Search	1545818414907	1545818418987	OK	 
REQUEST	41		Search	1545818414876	1545818419003	OK	 
USER	Users	163	START	1545818419006	1545818419006
REQUEST	99		Search	1545818415396	1545818419015	OK	 
REQUEST	95		Search	1545818415204	1545818419024	OK	 
REQUEST	47		Search	1545818416545	1545818419031	OK	 
REQUEST	121		Search	1545818414809	1545818419046	OK	 
REQUEST	68		Search	1545818415732	1545818419060	OK	 
REQUEST	86		Search	1545818416700	1545818419065	OK	 
REQUEST	100		Search	1545818415294	1545818419084	OK	 
USER	Users	164	START	1545818419106	1545818419106
REQUEST	58		Search	1545818415743	1545818418998	OK	 
REQUEST	90		Search	1545818415384	1545818419189	OK	 
REQUEST	45		Search	1545818412938	1545818418717	OK	 
USER	Users	165	START	1545818419208	1545818419208
REQUEST	123		Search	1545818415008	1545818419235	OK	 
REQUEST	143		Search	1545818417702	1545818419258	OK	 
REQUEST	104		Search	1545818414541	1545818419155	OK	 
REQUEST	30		Search	1545818412954	1545818418749	OK	 
USER	Users	30	END	1545818405706	1545818419269
REQUEST	9		Search	1545818414021	1545818419157	OK	 
USER	Users	9	END	1545818403616	1545818419271
REQUEST	19		Search	1545818412920	1545818419161	OK	 
REQUEST	60		Search	1545818414023	1545818418743	OK	 
USER	Users	166	START	1545818419306	1545818419306
USER	Users	167	START	1545818419406	1545818419406
USER	Users	168	START	1545818419506	1545818419506
USER	Users	169	START	1545818419607	1545818419607
REQUEST	135		Search	1545818416223	1545818419666	OK	 
USER	Users	170	START	1545818419710	1545818419710
USER	Users	171	START	1545818419810	1545818419810
REQUEST	105		Search	1545818416330	1545818419829	OK	 
REQUEST	73		Search	1545818417706	1545818419863	OK	 
REQUEST	140		Search	1545818416720	1545818419875	OK	 
REQUEST	24		Search	1545818416384	1545818419876	OK	 
REQUEST	34		Search	1545818417711	1545818419880	OK	 
USER	Users	172	START	1545818419901	1545818419901
REQUEST	49		Search	1545818416440	1545818419938	OK	 
REQUEST	125		Search	1545818415218	1545818419946	OK	 
REQUEST	132		Search	1545818415918	1545818419960	OK	 
REQUEST	103		Search	1545818416539	1545818419976	OK	 
REQUEST	134		Search	1545818416117	1545818420024	OK	 
USER	Users	173	START	1545818420033	1545818420033
REQUEST	110		Search	1545818416425	1545818420025	OK	 
REQUEST	94		Search	1545818417712	1545818420036	OK	 
REQUEST	147		Search	1545818417711	1545818420045	OK	 
REQUEST	109		Search	1545818416357	1545818420067	OK	 
REQUEST	52		Search	1545818416385	1545818420070	OK	 
USER	Users	174	START	1545818420098	1545818420098
REQUEST	89		Search	1545818416557	1545818420105	OK	 
REQUEST	120		Search	1545818417706	1545818420123	OK	 
REQUEST	138		Search	1545818417705	1545818420135	OK	 
REQUEST	106		Search	1545818416771	1545818420136	OK	 
REQUEST	18		Search	1545818417712	1545818420139	OK	 
REQUEST	146		Search	1545818417702	1545818420140	OK	 
USER	Users	175	START	1545818420217	1545818420217
REQUEST	29		Search	1545818417718	1545818420218	OK	 
REQUEST	39		Search	1545818416769	1545818420234	OK	 
REQUEST	112		Search	1545818415259	1545818420106	OK	 
USER	Users	176	START	1545818420296	1545818420296
USER	Users	177	START	1545818420395	1545818420395
USER	Users	178	START	1545818420496	1545818420496
REQUEST	55		Search	1545818417712	1545818420583	OK	 
USER	Users	179	START	1545818420606	1545818420606
USER	Users	180	START	1545818420697	1545818420697
REQUEST	101		Search	1545818416405	1545818420723	OK	 
REQUEST	137		Search	1545818416425	1545818420729	OK	 
REQUEST	127		Search	1545818415409	1545818420740	OK	 
REQUEST	157		Search	1545818418417	1545818420913	OK	 
REQUEST	122		Search	1545818418989	1545818420914	OK	 
REQUEST	158		Search	1545818418519	1545818420914	OK	 
USER	Users	181	START	1545818420914	1545818420914
REQUEST	77		Search	1545818417719	1545818420914	OK	 
USER	Users	182	START	1545818420915	1545818420915
REQUEST	154		Search	1545818418117	1545818420914	OK	 
REQUEST	81		Search	1545818415744	1545818420913	OK	 
REQUEST	49		Search	1545818419946	1545818420916	OK	 
REQUEST	35		Search	1545818416222	1545818420914	OK	 
REQUEST	91		Search	1545818415780	1545818420913	OK	 
REQUEST	79		Search	1545818416326	1545818420913	OK	 
REQUEST	82		Search	1545818418128	1545818420914	OK	 
REQUEST	62		Search	1545818416768	1545818420916	OK	 
REQUEST	32		Search	1545818417710	1545818420919	OK	 
REQUEST	46		Search	1545818415373	1545818420919	OK	 
REQUEST	105		Search	1545818419831	1545818420919	OK	 
REQUEST	142		Search	1545818416907	1545818420920	OK	 
REQUEST	96		Search	1545818418028	1545818420920	OK	 
REQUEST	80		Search	1545818416426	1545818420924	OK	 
REQUEST	37		Search	1545818416405	1545818420747	OK	 
REQUEST	117		Search	1545818417942	1545818420925	OK	 
REQUEST	85		Search	1545818417705	1545818420928	OK	 
REQUEST	25		Search	1545818415776	1545818420955	OK	 
USER	Users	25	END	1545818405206	1545818420965
REQUEST	133		Search	1545818416016	1545818420972	OK	 
USER	Users	183	START	1545818421007	1545818421007
REQUEST	43		Search	1545818418241	1545818421042	OK	 
REQUEST	65		Search	1545818416421	1545818421084	OK	 
USER	Users	184	START	1545818421106	1545818421106
REQUEST	145		Search	1545818417702	1545818421116	OK	 
REQUEST	70		Search	1545818417994	1545818421134	OK	 
REQUEST	131		Search	1545818415808	1545818420918	OK	 
REQUEST	149		Search	1545818417712	1545818421164	OK	 
USER	Users	185	START	1545818421206	1545818421206
USER	Users	186	START	1545818421306	1545818421306
USER	Users	187	START	1545818421408	1545818421408
USER	Users	188	START	1545818421506	1545818421506
USER	Users	189	START	1545818421606	1545818421606
USER	Users	190	START	1545818421712	1545818421712
REQUEST	126		Search	1545818415315	1545818421761	OK	 
USER	Users	191	START	1545818421810	1545818421810
USER	Users	192	START	1545818421907	1545818421907
REQUEST	89		Search	1545818420123	1545818421948	OK	 
REQUEST	36		Search	1545818414883	1545818421954	OK	 
REQUEST	139		Search	1545818416618	1545818421954	OK	 
REQUEST	54		Search	1545818417942	1545818421968	OK	 
REQUEST	58		Search	1545818419189	1545818421973	OK	 
USER	Users	193	START	1545818422010	1545818422010
REQUEST	17		Search	1545818418233	1545818422029	OK	 
REQUEST	48		Search	1545818417711	1545818422053	OK	 
REQUEST	152		Search	1545818417928	1545818422051	OK	 
REQUEST	24		Search	1545818419881	1545818422057	OK	 
USER	Users	24	END	1545818405106	1545818422058
REQUEST	159		Search	1545818418618	1545818422061	OK	 
REQUEST	93		Search	1545818417924	1545818422072	OK	 
REQUEST	64		Search	1545818418038	1545818422072	OK	 
REQUEST	50		Search	1545818417958	1545818422093	OK	 
USER	Users	194	START	1545818422112	1545818422112
REQUEST	92		Search	1545818418158	1545818422125	OK	 
REQUEST	38		Search	1545818418988	1545818422140	OK	 
REQUEST	121		Search	1545818419048	1545818422099	OK	 
USER	Users	38	END	1545818406507	1545818422141
REQUEST	39		Search	1545818420238	1545818422235	OK	 
USER	Users	195	START	1545818422247	1545818422247
REQUEST	74		Search	1545818417993	1545818422121	OK	 
REQUEST	161		Search	1545818418817	1545818422260	OK	 
REQUEST	162		Search	1545818418909	1545818422297	OK	 
USER	Users	196	START	1545818422305	1545818422305
REQUEST	40		Search	1545818418971	1545818422324	OK	 
USER	Users	40	END	1545818406705	1545818422325
REQUEST	63		Search	1545818416542	1545818422282	OK	 
REQUEST	143		Search	1545818419263	1545818422327	OK	 
REQUEST	107		Search	1545818418242	1545818422285	OK	 
REQUEST	111		Search	1545818417869	1545818422328	OK	 
REQUEST	95		Search	1545818419027	1545818422332	OK	 
REQUEST	128		Search	1545818415506	1545818422324	OK	 
USER	Users	197	START	1545818422407	1545818422407
USER	Users	198	START	1545818422506	1545818422506
USER	Users	199	START	1545818422606	1545818422606
USER	Users	200	START	1545818422706	1545818422706
REQUEST	102		Search	1545818417711	1545818422748	OK	 
REQUEST	61		Search	1545818418114	1545818422782	OK	 
USER	Users	201	START	1545818422813	1545818422813
REQUEST	141		Search	1545818418063	1545818422814	OK	 
REQUEST	148		Search	1545818417712	1545818422916	OK	 
USER	Users	202	START	1545818422918	1545818422918
REQUEST	113		Search	1545818417719	1545818423292	OK	 
REQUEST	57		Search	1545818416222	1545818423292	OK	 
REQUEST	117		Search	1545818420928	1545818423292	OK	 
REQUEST	78		Search	1545818417959	1545818423292	OK	 
REQUEST	151		Search	1545818417808	1545818423292	OK	 
REQUEST	56		Search	1545818417943	1545818423292	OK	 
REQUEST	137		Search	1545818420733	1545818423293	OK	 
REQUEST	86		Search	1545818419069	1545818423293	OK	 
REQUEST	59		Search	1545818418817	1545818423292	OK	 
REQUEST	119		Search	1545818417960	1545818423293	OK	 
REQUEST	150		Search	1545818417712	1545818423294	OK	 
REQUEST	88		Search	1545818414906	1545818423293	OK	 
USER	Users	203	START	1545818423295	1545818423295
REQUEST	66		Search	1545818417704	1545818423294	OK	 
USER	Users	204	START	1545818423295	1545818423295
USER	Users	205	START	1545818423295	1545818423295
REQUEST	167		Search	1545818419407	1545818423295	OK	 
REQUEST	51		Search	1545818417718	1545818423292	OK	 
REQUEST	53		Search	1545818418054	1545818423293	OK	 
REQUEST	69		Search	1545818416353	1545818423296	OK	 
REQUEST	116		Search	1545818418761	1545818423296	OK	 
REQUEST	138		Search	1545818420137	1545818423296	OK	 
REQUEST	115		Search	1545818418031	1545818423296	OK	 
REQUEST	98		Search	1545818417955	1545818423295	OK	 
REQUEST	166		Search	1545818419307	1545818423295	OK	 
REQUEST	77		Search	1545818420915	1545818423299	OK	 
REQUEST	67		Search	1545818417718	1545818423298	OK	 
USER	Users	206	START	1545818423306	1545818423306
REQUEST	108		Search	1545818416353	1545818422867	OK	 
REQUEST	44		Search	1545818417736	1545818423309	OK	 
REQUEST	75		Search	1545818418243	1545818423381	OK	 
USER	Users	207	START	1545818423406	1545818423406
REQUEST	169		Search	1545818419607	1545818423427	OK	 
REQUEST	130		Search	1545818415707	1545818423347	OK	 
USER	Users	208	START	1545818423506	1545818423506
USER	Users	209	START	1545818423606	1545818423606
USER	Users	210	START	1545818423706	1545818423706
USER	Users	211	START	1545818423805	1545818423805
REQUEST	49		Search	1545818420918	1545818423876	OK	 
REQUEST	158		Search	1545818420915	1545818423888	OK	 
USER	Users	212	START	1545818423913	1545818423913
REQUEST	124		Search	1545818417992	1545818423899	OK	 
USER	Users	213	START	1545818424008	1545818424008
REQUEST	109		Search	1545818420069	1545818424044	OK	 
REQUEST	28		Search	1545818417726	1545818424057	OK	 
USER	Users	28	END	1545818405506	1545818424069
REQUEST	90		Search	1545818419192	1545818424056	OK	 
REQUEST	71		Search	1545818417958	1545818424013	OK	 
USER	Users	214	START	1545818424110	1545818424110
REQUEST	153		Search	1545818418019	1545818424100	OK	 
REQUEST	72		Search	1545818418940	1545818424132	OK	 
REQUEST	47		Search	1545818419034	1545818424109	OK	 
REQUEST	155		Search	1545818418218	1545818424120	OK	 
USER	Users	215	START	1545818424207	1545818424207
USER	Users	218	START	1545818424555	1545818424555
USER	Users	217	START	1545818424555	1545818424555
USER	Users	216	START	1545818424555	1545818424555
REQUEST	165		Search	1545818419209	1545818424558	OK	 
REQUEST	26		Search	1545818418960	1545818424555	OK	 
REQUEST	99		Search	1545818419019	1545818424558	OK	 
REQUEST	31		Search	1545818418868	1545818424558	OK	 
REQUEST	19		Search	1545818419277	1545818424566	OK	 
USER	Users	19	END	1545818404616	1545818424579
REQUEST	34		Search	1545818419881	1545818424555	OK	 
REQUEST	171		Search	1545818419811	1545818424579	OK	 
USER	Users	34	END	1545818406106	1545818424582
REQUEST	83		Search	1545818418865	1545818424579	OK	 
REQUEST	87		Search	1545818417711	1545818424562	OK	 
USER	Users	219	START	1545818424605	1545818424605
REQUEST	55		Search	1545818420589	1545818424604	OK	 
REQUEST	176		Search	1545818420297	1545818424607	OK	 
REQUEST	129		Search	1545818415606	1545818423941	OK	 
USER	Users	220	START	1545818424705	1545818424705
REQUEST	97		Search	1545818418218	1545818424701	OK	 
REQUEST	84		Search	1545818415340	1545818423998	OK	 
REQUEST	132		Search	1545818419970	1545818424750	OK	 
REQUEST	81		Search	1545818420916	1545818424742	OK	 
REQUEST	100		Search	1545818419090	1545818424771	OK	 
REQUEST	68		Search	1545818419063	1545818424777	OK	 
REQUEST	52		Search	1545818420077	1545818424780	OK	 
USER	Users	221	START	1545818424805	1545818424805
USER	Users	223	START	1545818425023	1545818425023
USER	Users	222	START	1545818425023	1545818425023
USER	Users	224	START	1545818425116	1545818425116
REQUEST	118		Search	1545818414514	1545818424004	OK	 
USER	Users	225	START	1545818425217	1545818425217
USER	Users	226	START	1545818425316	1545818425316
USER	Users	227	START	1545818425421	1545818425421
REQUEST	133		Search	1545818420985	1545818425425	OK	 
REQUEST	91		Search	1545818420918	1545818425442	OK	 
REQUEST	163		Search	1545818419006	1545818425449	OK	 
REQUEST	62		Search	1545818420919	1545818425470	OK	 
REQUEST	142		Search	1545818420921	1545818425482	OK	 
