RUN	SolrFacetQueryTraffic	solrfacetquerytraffic	1545818328066	1	3.0.1
USER	Users	74	END	1545818345208	1545818345771
REQUEST	76		Search	1545818345753	1545818345804	OK	 
USER	Users	77	START	1545818345809	1545818345809
REQUEST	76		Search	1545818345805	1545818345843	OK	 
USER	Users	76	END	1545818345610	1545818345845
REQUEST	75		Search	1545818345771	1545818345846	OK	 
REQUEST	77		Search	1545818345810	1545818345853	OK	 
REQUEST	75		Search	1545818345850	1545818345880	OK	 
REQUEST	77		Search	1545818345854	1545818345903	OK	 
REQUEST	77		Search	1545818345906	1545818345928	OK	 
REQUEST	77		Search	1545818345929	1545818345983	OK	 
REQUEST	77		Search	1545818345984	1545818346008	OK	 
USER	Users	77	END	1545818345809	1545818346009
USER	Users	78	START	1545818346009	1545818346009
REQUEST	75		Search	1545818345881	1545818346012	OK	 
USER	Users	75	END	1545818345411	1545818346023
REQUEST	78		Search	1545818346009	1545818346047	OK	 
REQUEST	78		Search	1545818346049	1545818346070	OK	 
REQUEST	78		Search	1545818346072	1545818346108	OK	 
REQUEST	78		Search	1545818346109	1545818346155	OK	 
REQUEST	78		Search	1545818346158	1545818346181	OK	 
USER	Users	78	END	1545818346009	1545818346182
USER	Users	79	START	1545818346211	1545818346211
REQUEST	79		Search	1545818346212	1545818346256	OK	 
REQUEST	79		Search	1545818346262	1545818346287	OK	 
REQUEST	79		Search	1545818346288	1545818346315	OK	 
REQUEST	79		Search	1545818346316	1545818346344	OK	 
REQUEST	79		Search	1545818346345	1545818346379	OK	 
USER	Users	79	END	1545818346211	1545818346380
USER	Users	80	START	1545818346411	1545818346411
REQUEST	80		Search	1545818346411	1545818346438	OK	 
REQUEST	80		Search	1545818346439	1545818346454	OK	 
REQUEST	80		Search	1545818346455	1545818346485	OK	 
REQUEST	80		Search	1545818346486	1545818346510	OK	 
REQUEST	80		Search	1545818346511	1545818346540	OK	 
USER	Users	80	END	1545818346411	1545818346541
USER	Users	81	START	1545818346610	1545818346610
REQUEST	81		Search	1545818346611	1545818346637	OK	 
REQUEST	81		Search	1545818346638	1545818346663	OK	 
REQUEST	81		Search	1545818346664	1545818346692	OK	 
REQUEST	81		Search	1545818346692	1545818346725	OK	 
REQUEST	81		Search	1545818346727	1545818346775	OK	 
USER	Users	81	END	1545818346610	1545818346781
USER	Users	82	START	1545818346809	1545818346809
REQUEST	82		Search	1545818346810	1545818346866	OK	 
REQUEST	82		Search	1545818346877	1545818346896	OK	 
REQUEST	82		Search	1545818346896	1545818346928	OK	 
USER	Users	83	START	1545818347009	1545818347009
REQUEST	82		Search	1545818346929	1545818347031	OK	 
REQUEST	82		Search	1545818347032	1545818347066	OK	 
USER	Users	82	END	1545818346809	1545818347067
REQUEST	83		Search	1545818347010	1545818347081	OK	 
REQUEST	83		Search	1545818347083	1545818347101	OK	 
REQUEST	83		Search	1545818347102	1545818347119	OK	 
REQUEST	83		Search	1545818347119	1545818347140	OK	 
REQUEST	83		Search	1545818347141	1545818347183	OK	 
USER	Users	83	END	1545818347009	1545818347184
USER	Users	84	START	1545818347209	1545818347209
REQUEST	84		Search	1545818347209	1545818347244	OK	 
REQUEST	84		Search	1545818347246	1545818347271	OK	 
REQUEST	84		Search	1545818347273	1545818347304	OK	 
REQUEST	84		Search	1545818347305	1545818347321	OK	 
REQUEST	84		Search	1545818347322	1545818347363	OK	 
USER	Users	84	END	1545818347209	1545818347365
USER	Users	85	START	1545818347409	1545818347409
REQUEST	85		Search	1545818347409	1545818347461	OK	 
USER	Users	86	START	1545818347610	1545818347610
REQUEST	85		Search	1545818347464	1545818347621	OK	 
REQUEST	85		Search	1545818347623	1545818347644	OK	 
REQUEST	86		Search	1545818347611	1545818347657	OK	 
REQUEST	85		Search	1545818347645	1545818347685	OK	 
REQUEST	86		Search	1545818347659	1545818347690	OK	 
REQUEST	86		Search	1545818347691	1545818347731	OK	 
REQUEST	86		Search	1545818347732	1545818347761	OK	 
REQUEST	86		Search	1545818347763	1545818347788	OK	 
USER	Users	86	END	1545818347610	1545818347789
USER	Users	87	START	1545818347810	1545818347810
REQUEST	87		Search	1545818347811	1545818347857	OK	 
REQUEST	87		Search	1545818347859	1545818347890	OK	 
REQUEST	87		Search	1545818347892	1545818347907	OK	 
REQUEST	87		Search	1545818347908	1545818347935	OK	 
REQUEST	87		Search	1545818347936	1545818347979	OK	 
USER	Users	87	END	1545818347810	1545818347981
USER	Users	88	START	1545818348010	1545818348010
REQUEST	88		Search	1545818348011	1545818348056	OK	 
REQUEST	88		Search	1545818348059	1545818348100	OK	 
REQUEST	88		Search	1545818348102	1545818348120	OK	 
REQUEST	88		Search	1545818348121	1545818348135	OK	 
REQUEST	88		Search	1545818348136	1545818348167	OK	 
USER	Users	88	END	1545818348010	1545818348170
USER	Users	89	START	1545818348209	1545818348209
REQUEST	89		Search	1545818348210	1545818348260	OK	 
REQUEST	89		Search	1545818348262	1545818348284	OK	 
REQUEST	89		Search	1545818348287	1545818348329	OK	 
REQUEST	89		Search	1545818348331	1545818348403	OK	 
USER	Users	90	START	1545818348411	1545818348411
REQUEST	89		Search	1545818348405	1545818348429	OK	 
USER	Users	89	END	1545818348209	1545818348432
REQUEST	90		Search	1545818348411	1545818348445	OK	 
REQUEST	90		Search	1545818348447	1545818348465	OK	 
REQUEST	90		Search	1545818348466	1545818348509	OK	 
USER	Users	91	START	1545818348609	1545818348609
REQUEST	85		Search	1545818347686	1545818348678	OK	 
USER	Users	85	END	1545818347409	1545818348682
REQUEST	91		Search	1545818348610	1545818348700	OK	 
REQUEST	90		Search	1545818348510	1545818348701	OK	 
REQUEST	91		Search	1545818348702	1545818348732	OK	 
REQUEST	90		Search	1545818348702	1545818348754	OK	 
USER	Users	90	END	1545818348411	1545818348760
USER	Users	92	START	1545818348809	1545818348809
REQUEST	91		Search	1545818348735	1545818348819	OK	 
REQUEST	92		Search	1545818348809	1545818348826	OK	 
REQUEST	91		Search	1545818348820	1545818348835	OK	 
REQUEST	91		Search	1545818348836	1545818348864	OK	 
USER	Users	91	END	1545818348609	1545818348868
REQUEST	92		Search	1545818348827	1545818348891	OK	 
REQUEST	92		Search	1545818348898	1545818348930	OK	 
REQUEST	92		Search	1545818348931	1545818348964	OK	 
USER	Users	93	START	1545818349011	1545818349011
REQUEST	93		Search	1545818349012	1545818349039	OK	 
REQUEST	92		Search	1545818348965	1545818349037	OK	 
USER	Users	92	END	1545818348809	1545818349051
REQUEST	93		Search	1545818349040	1545818349110	OK	 
REQUEST	93		Search	1545818349127	1545818349185	OK	 
USER	Users	94	START	1545818349208	1545818349208
REQUEST	93		Search	1545818349191	1545818349227	OK	 
REQUEST	94		Search	1545818349209	1545818349244	OK	 
REQUEST	94		Search	1545818349246	1545818349272	OK	 
REQUEST	93		Search	1545818349230	1545818349280	OK	 
USER	Users	93	END	1545818349011	1545818349287
REQUEST	94		Search	1545818349274	1545818349287	OK	 
REQUEST	94		Search	1545818349288	1545818349310	OK	 
REQUEST	94		Search	1545818349312	1545818349340	OK	 
USER	Users	94	END	1545818349208	1545818349342
USER	Users	95	START	1545818349410	1545818349410
REQUEST	95		Search	1545818349411	1545818349466	OK	 
REQUEST	95		Search	1545818349471	1545818349519	OK	 
REQUEST	95		Search	1545818349521	1545818349550	OK	 
REQUEST	95		Search	1545818349552	1545818349600	OK	 
USER	Users	96	START	1545818349609	1545818349609
REQUEST	95		Search	1545818349610	1545818349636	OK	 
USER	Users	95	END	1545818349410	1545818349637
REQUEST	96		Search	1545818349610	1545818349645	OK	 
REQUEST	96		Search	1545818349647	1545818349673	OK	 
REQUEST	96		Search	1545818349676	1545818349737	OK	 
REQUEST	96		Search	1545818349757	1545818349797	OK	 
USER	Users	97	START	1545818349810	1545818349810
REQUEST	96		Search	1545818349798	1545818349828	OK	 
USER	Users	96	END	1545818349609	1545818349831
REQUEST	97		Search	1545818349810	1545818349842	OK	 
REQUEST	97		Search	1545818349842	1545818349877	OK	 
REQUEST	97		Search	1545818349879	1545818349899	OK	 
REQUEST	97		Search	1545818349900	1545818349919	OK	 
REQUEST	97		Search	1545818349921	1545818349958	OK	 
USER	Users	97	END	1545818349810	1545818349963
USER	Users	98	START	1545818350011	1545818350011
REQUEST	98		Search	1545818350011	1545818350126	OK	 
REQUEST	98		Search	1545818350128	1545818350161	OK	 
REQUEST	98		Search	1545818350162	1545818350196	OK	 
USER	Users	99	START	1545818350209	1545818350209
REQUEST	98		Search	1545818350204	1545818350253	OK	 
REQUEST	99		Search	1545818350210	1545818350267	OK	 
REQUEST	99		Search	1545818350271	1545818350292	OK	 
REQUEST	98		Search	1545818350258	1545818350304	OK	 
USER	Users	98	END	1545818350011	1545818350306
REQUEST	99		Search	1545818350293	1545818350334	OK	 
REQUEST	99		Search	1545818350336	1545818350354	OK	 
REQUEST	99		Search	1545818350356	1545818350376	OK	 
USER	Users	99	END	1545818350209	1545818350378
USER	Users	100	START	1545818350410	1545818350410
REQUEST	100		Search	1545818350411	1545818350427	OK	 
REQUEST	100		Search	1545818350428	1545818350492	OK	 
REQUEST	100		Search	1545818350512	1545818350536	OK	 
REQUEST	100		Search	1545818350539	1545818350571	OK	 
USER	Users	101	START	1545818350610	1545818350610
REQUEST	100		Search	1545818350573	1545818350629	OK	 
USER	Users	100	END	1545818350410	1545818350632
REQUEST	101		Search	1545818350611	1545818350644	OK	 
REQUEST	101		Search	1545818350648	1545818350692	OK	 
REQUEST	101		Search	1545818350699	1545818350755	OK	 
USER	Users	102	START	1545818350809	1545818350809
REQUEST	102		Search	1545818350810	1545818350846	OK	 
REQUEST	102		Search	1545818350848	1545818350870	OK	 
REQUEST	102		Search	1545818350872	1545818350889	OK	 
REQUEST	101		Search	1545818350764	1545818350879	OK	 
REQUEST	102		Search	1545818350892	1545818350918	OK	 
REQUEST	101		Search	1545818350897	1545818350939	OK	 
USER	Users	101	END	1545818350610	1545818350945
REQUEST	102		Search	1545818350923	1545818350968	OK	 
USER	Users	102	END	1545818350809	1545818350969
USER	Users	103	START	1545818351009	1545818351009
REQUEST	103		Search	1545818351011	1545818351051	OK	 
REQUEST	103		Search	1545818351054	1545818351075	OK	 
REQUEST	103		Search	1545818351077	1545818351156	OK	 
USER	Users	104	START	1545818351208	1545818351208
REQUEST	104		Search	1545818351209	1545818351229	OK	 
REQUEST	103		Search	1545818351198	1545818351231	OK	 
REQUEST	104		Search	1545818351231	1545818351257	OK	 
REQUEST	104		Search	1545818351258	1545818351296	OK	 
REQUEST	103		Search	1545818351231	1545818351336	OK	 
USER	Users	103	END	1545818351009	1545818351399
USER	Users	105	START	1545818351409	1545818351409
REQUEST	104		Search	1545818351298	1545818351421	OK	 
REQUEST	105		Search	1545818351409	1545818351445	OK	 
REQUEST	104		Search	1545818351447	1545818351478	OK	 
USER	Users	104	END	1545818351208	1545818351480
REQUEST	105		Search	1545818351449	1545818351481	OK	 
REQUEST	105		Search	1545818351481	1545818351589	OK	 
USER	Users	106	START	1545818351610	1545818351610
REQUEST	105		Search	1545818351593	1545818351623	OK	 
REQUEST	106		Search	1545818351611	1545818351630	OK	 
REQUEST	105		Search	1545818351624	1545818351654	OK	 
USER	Users	105	END	1545818351409	1545818351658
REQUEST	106		Search	1545818351631	1545818351666	OK	 
REQUEST	106		Search	1545818351667	1545818351688	OK	 
REQUEST	106		Search	1545818351690	1545818351745	OK	 
REQUEST	106		Search	1545818351750	1545818351776	OK	 
USER	Users	106	END	1545818351610	1545818351779
USER	Users	107	START	1545818351810	1545818351810
REQUEST	107		Search	1545818351810	1545818351837	OK	 
REQUEST	107		Search	1545818351841	1545818351888	OK	 
REQUEST	107		Search	1545818351890	1545818351901	OK	 
REQUEST	107		Search	1545818351902	1545818351943	OK	 
REQUEST	107		Search	1545818351944	1545818351974	OK	 
USER	Users	107	END	1545818351810	1545818351975
USER	Users	108	START	1545818352011	1545818352011
REQUEST	108		Search	1545818352012	1545818352042	OK	 
REQUEST	108		Search	1545818352044	1545818352066	OK	 
REQUEST	108		Search	1545818352068	1545818352093	OK	 
REQUEST	108		Search	1545818352094	1545818352127	OK	 
REQUEST	108		Search	1545818352130	1545818352163	OK	 
USER	Users	108	END	1545818352011	1545818352190
USER	Users	109	START	1545818352209	1545818352209
REQUEST	109		Search	1545818352210	1545818352228	OK	 
REQUEST	109		Search	1545818352230	1545818352247	OK	 
REQUEST	109		Search	1545818352247	1545818352267	OK	 
REQUEST	109		Search	1545818352267	1545818352334	OK	 
REQUEST	109		Search	1545818352345	1545818352409	OK	 
USER	Users	109	END	1545818352209	1545818352411
USER	Users	110	START	1545818352411	1545818352411
REQUEST	110		Search	1545818352412	1545818352431	OK	 
REQUEST	110		Search	1545818352432	1545818352449	OK	 
REQUEST	110		Search	1545818352450	1545818352500	OK	 
REQUEST	110		Search	1545818352505	1545818352550	OK	 
REQUEST	110		Search	1545818352552	1545818352586	OK	 
USER	Users	110	END	1545818352411	1545818352586
USER	Users	111	START	1545818352611	1545818352611
REQUEST	111		Search	1545818352612	1545818352642	OK	 
REQUEST	111		Search	1545818352644	1545818352665	OK	 
REQUEST	111		Search	1545818352666	1545818352688	OK	 
REQUEST	111		Search	1545818352690	1545818352728	OK	 
USER	Users	112	START	1545818352809	1545818352809
REQUEST	112		Search	1545818352810	1545818352852	OK	 
REQUEST	111		Search	1545818352730	1545818352854	OK	 
USER	Users	111	END	1545818352611	1545818352864
REQUEST	112		Search	1545818352853	1545818352877	OK	 
USER	Users	113	START	1545818353011	1545818353011
REQUEST	112		Search	1545818352878	1545818352987	OK	 
REQUEST	113		Search	1545818353012	1545818353056	OK	 
REQUEST	112		Search	1545818353017	1545818353067	OK	 
REQUEST	113		Search	1545818353057	1545818353108	OK	 
REQUEST	112		Search	1545818353070	1545818353116	OK	 
USER	Users	112	END	1545818352809	1545818353123
REQUEST	113		Search	1545818353111	1545818353187	OK	 
USER	Users	114	START	1545818353208	1545818353208
REQUEST	113		Search	1545818353188	1545818353219	OK	 
REQUEST	114		Search	1545818353209	1545818353256	OK	 
REQUEST	113		Search	1545818353220	1545818353261	OK	 
USER	Users	113	END	1545818353011	1545818353262
REQUEST	114		Search	1545818353259	1545818353285	OK	 
REQUEST	114		Search	1545818353286	1545818353322	OK	 
REQUEST	114		Search	1545818353323	1545818353364	OK	 
USER	Users	115	START	1545818353409	1545818353409
REQUEST	114		Search	1545818353365	1545818353425	OK	 
USER	Users	114	END	1545818353208	1545818353430
REQUEST	115		Search	1545818353410	1545818353483	OK	 
REQUEST	115		Search	1545818353489	1545818353540	OK	 
REQUEST	115		Search	1545818353546	1545818353577	OK	 
REQUEST	115		Search	1545818353578	1545818353601	OK	 
USER	Users	116	START	1545818353609	1545818353609
REQUEST	116		Search	1545818353610	1545818353670	OK	 
REQUEST	116		Search	1545818353676	1545818353706	OK	 
REQUEST	116		Search	1545818353711	1545818353750	OK	 
USER	Users	117	START	1545818353809	1545818353809
REQUEST	117		Search	1545818353810	1545818353892	OK	 
REQUEST	116		Search	1545818353756	1545818353907	OK	 
REQUEST	117		Search	1545818353900	1545818353927	OK	 
REQUEST	117		Search	1545818353930	1545818353958	OK	 
REQUEST	115		Search	1545818353603	1545818353879	OK	 
USER	Users	115	END	1545818353409	1545818353978
REQUEST	116		Search	1545818353925	1545818353978	OK	 
USER	Users	116	END	1545818353609	1545818353981
REQUEST	117		Search	1545818353960	1545818353982	OK	 
REQUEST	117		Search	1545818353984	1545818354003	OK	 
USER	Users	117	END	1545818353809	1545818354004
USER	Users	118	START	1545818354011	1545818354011
REQUEST	118		Search	1545818354012	1545818354029	OK	 
REQUEST	118		Search	1545818354030	1545818354043	OK	 
REQUEST	118		Search	1545818354043	1545818354066	OK	 
REQUEST	118		Search	1545818354068	1545818354103	OK	 
REQUEST	118		Search	1545818354104	1545818354127	OK	 
USER	Users	118	END	1545818354011	1545818354128
USER	Users	119	START	1545818354209	1545818354209
REQUEST	119		Search	1545818354210	1545818354223	OK	 
REQUEST	119		Search	1545818354223	1545818354255	OK	 
REQUEST	119		Search	1545818354257	1545818354289	OK	 
REQUEST	119		Search	1545818354291	1545818354310	OK	 
REQUEST	119		Search	1545818354312	1545818354333	OK	 
USER	Users	119	END	1545818354209	1545818354337
USER	Users	120	START	1545818354410	1545818354410
REQUEST	120		Search	1545818354411	1545818354442	OK	 
REQUEST	120		Search	1545818354443	1545818354491	OK	 
REQUEST	120		Search	1545818354493	1545818354542	OK	 
USER	Users	121	START	1545818354609	1545818354609
REQUEST	120		Search	1545818354547	1545818354694	OK	 
REQUEST	121		Search	1545818354610	1545818354707	OK	 
REQUEST	120		Search	1545818354697	1545818354730	OK	 
USER	Users	120	END	1545818354410	1545818354731
REQUEST	121		Search	1545818354710	1545818354732	OK	 
REQUEST	121		Search	1545818354733	1545818354784	OK	 
USER	Users	122	START	1545818354809	1545818354809
REQUEST	121		Search	1545818354786	1545818354837	OK	 
REQUEST	122		Search	1545818354810	1545818354851	OK	 
REQUEST	121		Search	1545818354838	1545818354863	OK	 
USER	Users	121	END	1545818354609	1545818354863
REQUEST	122		Search	1545818354853	1545818354898	OK	 
REQUEST	122		Search	1545818354900	1545818354934	OK	 
REQUEST	122		Search	1545818354938	1545818354964	OK	 
REQUEST	122		Search	1545818354964	1545818354988	OK	 
USER	Users	122	END	1545818354809	1545818354988
USER	Users	123	START	1545818355011	1545818355011
REQUEST	123		Search	1545818355012	1545818355033	OK	 
REQUEST	123		Search	1545818355034	1545818355060	OK	 
REQUEST	123		Search	1545818355061	1545818355075	OK	 
REQUEST	123		Search	1545818355076	1545818355103	OK	 
REQUEST	123		Search	1545818355104	1545818355128	OK	 
USER	Users	123	END	1545818355011	1545818355129
USER	Users	124	START	1545818355209	1545818355209
REQUEST	124		Search	1545818355210	1545818355236	OK	 
REQUEST	124		Search	1545818355237	1545818355252	OK	 
REQUEST	124		Search	1545818355253	1545818355274	OK	 
REQUEST	124		Search	1545818355274	1545818355297	OK	 
REQUEST	124		Search	1545818355298	1545818355327	OK	 
USER	Users	124	END	1545818355209	1545818355328
USER	Users	125	START	1545818355409	1545818355409
REQUEST	125		Search	1545818355410	1545818355445	OK	 
REQUEST	125		Search	1545818355447	1545818355484	OK	 
REQUEST	125		Search	1545818355485	1545818355529	OK	 
REQUEST	125		Search	1545818355531	1545818355549	OK	 
REQUEST	125		Search	1545818355550	1545818355570	OK	 
USER	Users	125	END	1545818355409	1545818355572
USER	Users	126	START	1545818355611	1545818355611
REQUEST	126		Search	1545818355612	1545818355736	OK	 
USER	Users	127	START	1545818355809	1545818355809
REQUEST	127		Search	1545818355810	1545818355844	OK	 
REQUEST	127		Search	1545818355848	1545818355879	OK	 
USER	Users	128	START	1545818356009	1545818356009
REQUEST	128		Search	1545818356010	1545818356034	OK	 
REQUEST	127		Search	1545818355880	1545818356029	OK	 
REQUEST	127		Search	1545818356054	1545818356079	OK	 
REQUEST	128		Search	1545818356036	1545818356083	OK	 
REQUEST	127		Search	1545818356080	1545818356105	OK	 
USER	Users	127	END	1545818355809	1545818356107
REQUEST	128		Search	1545818356086	1545818356165	OK	 
USER	Users	129	START	1545818356209	1545818356209
REQUEST	128		Search	1545818356175	1545818356265	OK	 
USER	Users	130	START	1545818356410	1545818356410
USER	Users	131	START	1545818356610	1545818356610
REQUEST	126		Search	1545818355747	1545818356633	OK	 
REQUEST	128		Search	1545818356300	1545818356649	OK	 
USER	Users	128	END	1545818356009	1545818356652
REQUEST	131		Search	1545818356610	1545818356685	OK	 
REQUEST	130		Search	1545818356411	1545818356715	OK	 
REQUEST	126		Search	1545818356641	1545818356733	OK	 
REQUEST	131		Search	1545818356689	1545818356768	OK	 
REQUEST	130		Search	1545818356717	1545818356785	OK	 
USER	Users	132	START	1545818356809	1545818356809
REQUEST	126		Search	1545818356747	1545818356810	OK	 
REQUEST	129		Search	1545818356210	1545818356836	OK	 
REQUEST	130		Search	1545818356795	1545818356868	OK	 
REQUEST	126		Search	1545818356814	1545818356896	OK	 
USER	Users	126	END	1545818355611	1545818356900
REQUEST	132		Search	1545818356810	1545818356900	OK	 
REQUEST	129		Search	1545818356865	1545818356922	OK	 
REQUEST	130		Search	1545818356869	1545818356932	OK	 
REQUEST	129		Search	1545818356925	1545818356942	OK	 
REQUEST	132		Search	1545818356902	1545818356946	OK	 
REQUEST	132		Search	1545818356949	1545818356979	OK	 
REQUEST	130		Search	1545818356934	1545818356997	OK	 
USER	Users	130	END	1545818356410	1545818356998
USER	Users	133	START	1545818357009	1545818357009
REQUEST	129		Search	1545818356942	1545818357029	OK	 
REQUEST	131		Search	1545818356776	1545818357034	OK	 
REQUEST	129		Search	1545818357033	1545818357071	OK	 
USER	Users	129	END	1545818356209	1545818357073
REQUEST	133		Search	1545818357010	1545818357074	OK	 
REQUEST	131		Search	1545818357047	1545818357087	OK	 
REQUEST	132		Search	1545818356980	1545818357085	OK	 
REQUEST	133		Search	1545818357075	1545818357103	OK	 
REQUEST	133		Search	1545818357104	1545818357131	OK	 
REQUEST	132		Search	1545818357100	1545818357153	OK	 
USER	Users	132	END	1545818356809	1545818357155
REQUEST	131		Search	1545818357090	1545818357166	OK	 
USER	Users	131	END	1545818356610	1545818357168
REQUEST	133		Search	1545818357132	1545818357167	OK	 
REQUEST	133		Search	1545818357169	1545818357201	OK	 
USER	Users	133	END	1545818357009	1545818357203
USER	Users	134	START	1545818357209	1545818357209
REQUEST	134		Search	1545818357209	1545818357241	OK	 
REQUEST	134		Search	1545818357242	1545818357286	OK	 
REQUEST	134		Search	1545818357288	1545818357309	OK	 
REQUEST	134		Search	1545818357310	1545818357355	OK	 
USER	Users	135	START	1545818357408	1545818357408
REQUEST	134		Search	1545818357356	1545818357413	OK	 
USER	Users	134	END	1545818357209	1545818357415
REQUEST	135		Search	1545818357409	1545818357456	OK	 
REQUEST	135		Search	1545818357462	1545818357478	OK	 
REQUEST	135		Search	1545818357479	1545818357501	OK	 
REQUEST	135		Search	1545818357502	1545818357524	OK	 
USER	Users	136	START	1545818357609	1545818357609
REQUEST	135		Search	1545818357525	1545818357618	OK	 
USER	Users	135	END	1545818357408	1545818357619
REQUEST	136		Search	1545818357610	1545818357634	OK	 
REQUEST	136		Search	1545818357636	1545818357653	OK	 
REQUEST	136		Search	1545818357654	1545818357688	OK	 
USER	Users	137	START	1545818357809	1545818357809
REQUEST	136		Search	1545818357690	1545818357833	OK	 
REQUEST	137		Search	1545818357810	1545818357843	OK	 
REQUEST	136		Search	1545818357836	1545818357881	OK	 
USER	Users	136	END	1545818357609	1545818357890
REQUEST	137		Search	1545818357845	1545818357893	OK	 
REQUEST	137		Search	1545818357894	1545818357972	OK	 
USER	Users	138	START	1545818358009	1545818358009
REQUEST	137		Search	1545818357989	1545818358027	OK	 
REQUEST	138		Search	1545818358010	1545818358040	OK	 
REQUEST	137		Search	1545818358029	1545818358052	OK	 
USER	Users	137	END	1545818357809	1545818358053
REQUEST	138		Search	1545818358043	1545818358087	OK	 
REQUEST	138		Search	1545818358088	1545818358111	OK	 
REQUEST	138		Search	1545818358112	1545818358158	OK	 
REQUEST	138		Search	1545818358161	1545818358194	OK	 
USER	Users	138	END	1545818358009	1545818358197
USER	Users	139	START	1545818358209	1545818358209
REQUEST	139		Search	1545818358210	1545818358231	OK	 
REQUEST	139		Search	1545818358232	1545818358249	OK	 
REQUEST	139		Search	1545818358250	1545818358286	OK	 
REQUEST	139		Search	1545818358288	1545818358317	OK	 
REQUEST	139		Search	1545818358318	1545818358350	OK	 
USER	Users	139	END	1545818358209	1545818358352
USER	Users	140	START	1545818358411	1545818358411
REQUEST	140		Search	1545818358412	1545818358447	OK	 
REQUEST	140		Search	1545818358448	1545818358498	OK	 
REQUEST	140		Search	1545818358501	1545818358530	OK	 
REQUEST	140		Search	1545818358532	1545818358563	OK	 
REQUEST	140		Search	1545818358564	1545818358589	OK	 
USER	Users	140	END	1545818358411	1545818358590
USER	Users	141	START	1545818358609	1545818358609
REQUEST	141		Search	1545818358610	1545818358637	OK	 
REQUEST	141		Search	1545818358638	1545818358674	OK	 
REQUEST	141		Search	1545818358677	1545818358703	OK	 
REQUEST	141		Search	1545818358704	1545818358733	OK	 
REQUEST	141		Search	1545818358735	1545818358755	OK	 
USER	Users	141	END	1545818358609	1545818358755
USER	Users	142	START	1545818358810	1545818358810
REQUEST	142		Search	1545818358811	1545818358845	OK	 
REQUEST	142		Search	1545818358848	1545818358891	OK	 
REQUEST	142		Search	1545818358892	1545818358923	OK	 
REQUEST	142		Search	1545818358924	1545818358959	OK	 
USER	Users	143	START	1545818359008	1545818359008
REQUEST	143		Search	1545818359009	1545818359057	OK	 
REQUEST	143		Search	1545818359059	1545818359081	OK	 
REQUEST	142		Search	1545818358960	1545818359059	OK	 
USER	Users	142	END	1545818358810	1545818359092
REQUEST	143		Search	1545818359083	1545818359126	OK	 
USER	Users	144	START	1545818359209	1545818359209
REQUEST	143		Search	1545818359128	1545818359255	OK	 
REQUEST	144		Search	1545818359209	1545818359264	OK	 
REQUEST	143		Search	1545818359257	1545818359277	OK	 
USER	Users	143	END	1545818359008	1545818359278
REQUEST	144		Search	1545818359268	1545818359285	OK	 
REQUEST	144		Search	1545818359286	1545818359315	OK	 
REQUEST	144		Search	1545818359317	1545818359349	OK	 
REQUEST	144		Search	1545818359352	1545818359399	OK	 
USER	Users	144	END	1545818359209	1545818359401
USER	Users	145	START	1545818359411	1545818359411
REQUEST	145		Search	1545818359412	1545818359460	OK	 
REQUEST	145		Search	1545818359470	1545818359494	OK	 
REQUEST	145		Search	1545818359495	1545818359520	OK	 
REQUEST	145		Search	1545818359521	1545818359565	OK	 
REQUEST	145		Search	1545818359576	1545818359607	OK	 
USER	Users	146	START	1545818359610	1545818359610
USER	Users	145	END	1545818359411	1545818359610
REQUEST	146		Search	1545818359610	1545818359649	OK	 
REQUEST	146		Search	1545818359653	1545818359708	OK	 
REQUEST	146		Search	1545818359715	1545818359749	OK	 
REQUEST	146		Search	1545818359753	1545818359777	OK	 
USER	Users	147	START	1545818359808	1545818359808
REQUEST	147		Search	1545818359809	1545818359863	OK	 
REQUEST	147		Search	1545818359876	1545818359929	OK	 
REQUEST	146		Search	1545818359782	1545818359971	OK	 
USER	Users	146	END	1545818359610	1545818359975
REQUEST	147		Search	1545818359939	1545818359980	OK	 
REQUEST	147		Search	1545818359986	1545818360007	OK	 
USER	Users	148	START	1545818360009	1545818360009
REQUEST	148		Search	1545818360010	1545818360041	OK	 
REQUEST	147		Search	1545818360008	1545818360057	OK	 
USER	Users	147	END	1545818359808	1545818360062
REQUEST	148		Search	1545818360043	1545818360090	OK	 
REQUEST	148		Search	1545818360093	1545818360116	OK	 
REQUEST	148		Search	1545818360117	1545818360137	OK	 
REQUEST	148		Search	1545818360138	1545818360159	OK	 
USER	Users	148	END	1545818360009	1545818360160
USER	Users	149	START	1545818360209	1545818360209
REQUEST	149		Search	1545818360209	1545818360238	OK	 
REQUEST	149		Search	1545818360238	1545818360290	OK	 
REQUEST	149		Search	1545818360299	1545818360334	OK	 
USER	Users	150	START	1545818360409	1545818360409
REQUEST	149		Search	1545818360340	1545818360436	OK	 
REQUEST	150		Search	1545818360410	1545818360442	OK	 
REQUEST	150		Search	1545818360443	1545818360478	OK	 
REQUEST	149		Search	1545818360438	1545818360480	OK	 
USER	Users	149	END	1545818360209	1545818360482
REQUEST	150		Search	1545818360481	1545818360551	OK	 
USER	Users	151	START	1545818360609	1545818360609
REQUEST	150		Search	1545818360567	1545818360626	OK	 
REQUEST	151		Search	1545818360610	1545818360716	OK	 
REQUEST	150		Search	1545818360641	1545818360748	OK	 
USER	Users	150	END	1545818360409	1545818360750
REQUEST	151		Search	1545818360716	1545818360771	OK	 
USER	Users	152	START	1545818360808	1545818360808
REQUEST	151		Search	1545818360774	1545818360841	OK	 
