RUN	SolrFacetQueryTraffic	solrfacetquerytraffic	1545818682644	 	3.0.1
REQUEST	47		Search	1545818692926	1545818694083	OK	 
REQUEST	53		Search	1545818692803	1545818694102	OK	 
REQUEST	28		Search	1545818691827	1545818694120	OK	 
REQUEST	22		Search	1545818693172	1545818694123	OK	 
REQUEST	46		Search	1545818692172	1545818694070	OK	 
REQUEST	14		Search	1545818693328	1545818694129	OK	 
USER	Users	14	END	1545818687242	1545818694130
USER	Users	63	START	1545818694223	1545818694223
REQUEST	44		Search	1545818691823	1545818694246	OK	 
REQUEST	6		Search	1545818691910	1545818694255	OK	 
REQUEST	15		Search	1545818693221	1545818694254	OK	 
USER	Users	15	END	1545818687393	1545818694260
REQUEST	42		Search	1545818693724	1545818694274	OK	 
REQUEST	29		Search	1545818692364	1545818694272	OK	 
REQUEST	10		Search	1545818691830	1545818694277	OK	 
REQUEST	3		Search	1545818692687	1545818694272	OK	 
REQUEST	1		Search	1545818692709	1545818694282	OK	 
REQUEST	27		Search	1545818692810	1545818694286	OK	 
REQUEST	41		Search	1545818691925	1545818694289	OK	 
REQUEST	50		Search	1545818692374	1545818694294	OK	 
REQUEST	13		Search	1545818693346	1545818694304	OK	 
USER	Users	13	END	1545818687103	1545818694309
REQUEST	21		Search	1545818693646	1545818694307	OK	 
REQUEST	11		Search	1545818692987	1545818694369	OK	 
USER	Users	64	START	1545818694374	1545818694374
REQUEST	55		Search	1545818693095	1545818694425	OK	 
REQUEST	5		Search	1545818693413	1545818694500	OK	 
USER	Users	65	START	1545818694514	1545818694514
REQUEST	7		Search	1545818693192	1545818694564	OK	 
USER	Users	7	END	1545818686242	1545818694568
USER	Users	66	START	1545818694653	1545818694653
REQUEST	34		Search	1545818692052	1545818694738	OK	 
REQUEST	9		Search	1545818686534	1545818694715	OK	 
USER	Users	67	START	1545818694794	1545818694794
REQUEST	36		Search	1545818693637	1545818694825	OK	 
REQUEST	59		Search	1545818693653	1545818694834	OK	 
REQUEST	45		Search	1545818692761	1545818694850	OK	 
REQUEST	46		Search	1545818694129	1545818694854	OK	 
REQUEST	23		Search	1545818692483	1545818694888	OK	 
REQUEST	26		Search	1545818693172	1545818694891	OK	 
REQUEST	37		Search	1545818693756	1545818694920	OK	 
USER	Users	68	START	1545818694942	1545818694942
REQUEST	31		Search	1545818693789	1545818694960	OK	 
USER	Users	31	END	1545818689653	1545818694963
REQUEST	52		Search	1545818693733	1545818694965	OK	 
REQUEST	60		Search	1545818693803	1545818694966	OK	 
REQUEST	38		Search	1545818693448	1545818694983	OK	 
REQUEST	57		Search	1545818694063	1545818695045	OK	 
USER	Users	69	START	1545818695082	1545818695082
REQUEST	40		Search	1545818694064	1545818695206	OK	 
REQUEST	18		Search	1545818694063	1545818695213	OK	 
REQUEST	28		Search	1545818694122	1545818695216	OK	 
USER	Users	28	END	1545818689222	1545818695219
USER	Users	70	START	1545818695222	1545818695222
REQUEST	54		Search	1545818694062	1545818695241	OK	 
REQUEST	61		Search	1545818694061	1545818695283	OK	 
REQUEST	55		Search	1545818694429	1545818695286	OK	 
REQUEST	11		Search	1545818694374	1545818695292	OK	 
USER	Users	11	END	1545818686812	1545818695294
REQUEST	62		Search	1545818694084	1545818695306	OK	 
REQUEST	16		Search	1545818694066	1545818695309	OK	 
USER	Users	71	START	1545818695373	1545818695373
REQUEST	21		Search	1545818694310	1545818695423	OK	 
USER	Users	21	END	1545818688232	1545818695425
REQUEST	19		Search	1545818694063	1545818695426	OK	 
REQUEST	1		Search	1545818694285	1545818695431	OK	 
USER	Users	1	END	1545818685367	1545818695433
REQUEST	34		Search	1545818694746	1545818695442	OK	 
USER	Users	34	END	1545818690083	1545818695444
REQUEST	64		Search	1545818694375	1545818695451	OK	 
REQUEST	42		Search	1545818694280	1545818695466	OK	 
REQUEST	45		Search	1545818694857	1545818695487	OK	 
REQUEST	40		Search	1545818695208	1545818695491	OK	 
USER	Users	40	END	1545818690950	1545818695492
REQUEST	5		Search	1545818694505	1545818695503	OK	 
USER	Users	5	END	1545818685952	1545818695504
USER	Users	72	START	1545818695515	1545818695515
REQUEST	62		Search	1545818695308	1545818695603	OK	 
REQUEST	56		Search	1545818693233	1545818695602	OK	 
REQUEST	41		Search	1545818694292	1545818695614	OK	 
REQUEST	71		Search	1545818695375	1545818695624	OK	 
REQUEST	17		Search	1545818694062	1545818695626	OK	 
REQUEST	20		Search	1545818692483	1545818695624	OK	 
REQUEST	63		Search	1545818694224	1545818695653	OK	 
USER	Users	73	START	1545818695660	1545818695660
REQUEST	6		Search	1545818694260	1545818695746	OK	 
REQUEST	51		Search	1545818693220	1545818695757	OK	 
REQUEST	3		Search	1545818694280	1545818695782	OK	 
USER	Users	74	START	1545818695793	1545818695793
REQUEST	25		Search	1545818692801	1545818695702	OK	 
USER	Users	25	END	1545818688792	1545818695819
REQUEST	65		Search	1545818694514	1545818695817	OK	 
REQUEST	52		Search	1545818694967	1545818695836	OK	 
REQUEST	44		Search	1545818694250	1545818695840	OK	 
REQUEST	46		Search	1545818694857	1545818695846	OK	 
REQUEST	47		Search	1545818694085	1545818695850	OK	 
REQUEST	26		Search	1545818694893	1545818695871	OK	 
USER	Users	26	END	1545818688942	1545818695874
REQUEST	59		Search	1545818694842	1545818695916	OK	 
REQUEST	36		Search	1545818694829	1545818695923	OK	 
REQUEST	70		Search	1545818695223	1545818695905	OK	 
USER	Users	75	START	1545818695944	1545818695944
REQUEST	38		Search	1545818694987	1545818695945	OK	 
USER	Users	38	END	1545818690652	1545818695946
REQUEST	19		Search	1545818695427	1545818695959	OK	 
USER	Users	19	END	1545818687943	1545818695961
REQUEST	37		Search	1545818694923	1545818695984	OK	 
REQUEST	67		Search	1545818694794	1545818695983	OK	 
REQUEST	16		Search	1545818695313	1545818695999	OK	 
USER	Users	16	END	1545818687513	1545818696002
USER	Users	76	START	1545818696083	1545818696083
REQUEST	53		Search	1545818694105	1545818696146	OK	 
REQUEST	68		Search	1545818694943	1545818696193	OK	 
REQUEST	32		Search	1545818693179	1545818696206	OK	 
USER	Users	32	END	1545818689793	1545818696213
REQUEST	69		Search	1545818695083	1545818696211	OK	 
REQUEST	63		Search	1545818695660	1545818696219	OK	 
USER	Users	77	START	1545818696223	1545818696223
REQUEST	55		Search	1545818695287	1545818696231	OK	 
REQUEST	41		Search	1545818695616	1545818696283	OK	 
REQUEST	71		Search	1545818695630	1545818696289	OK	 
REQUEST	62		Search	1545818695614	1545818696292	OK	 
REQUEST	61		Search	1545818695284	1545818696304	OK	 
REQUEST	72		Search	1545818695516	1545818696306	OK	 
REQUEST	56		Search	1545818695614	1545818696312	OK	 
REQUEST	27		Search	1545818694288	1545818696337	OK	 
USER	Users	27	END	1545818689082	1545818696341
REQUEST	10		Search	1545818694279	1545818696342	OK	 
REQUEST	47		Search	1545818695853	1545818696367	OK	 
USER	Users	78	START	1545818696372	1545818696372
REQUEST	3		Search	1545818695788	1545818696382	OK	 
REQUEST	18		Search	1545818695216	1545818696402	OK	 
USER	Users	18	END	1545818687803	1545818696404
REQUEST	54		Search	1545818695243	1545818696496	OK	 
USER	Users	79	START	1545818696512	1545818696512
REQUEST	51		Search	1545818695761	1545818696526	OK	 
REQUEST	33		Search	1545818689943	1545818696262	OK	 
REQUEST	17		Search	1545818695630	1545818696550	OK	 
USER	Users	17	END	1545818687652	1545818696552
REQUEST	42		Search	1545818695469	1545818696607	OK	 
USER	Users	42	END	1545818691222	1545818696609
REQUEST	44		Search	1545818695842	1545818696615	OK	 
REQUEST	53		Search	1545818696150	1545818696626	OK	 
USER	Users	80	START	1545818696653	1545818696653
REQUEST	60		Search	1545818694969	1545818696672	OK	 
REQUEST	20		Search	1545818695649	1545818696682	OK	 
USER	Users	81	START	1545818696804	1545818696804
REQUEST	47		Search	1545818696369	1545818696826	OK	 
USER	Users	47	END	1545818691943	1545818696828
REQUEST	73		Search	1545818695661	1545818696843	OK	 
REQUEST	70		Search	1545818695945	1545818696852	OK	 
REQUEST	62		Search	1545818696296	1545818696878	OK	 
REQUEST	76		Search	1545818696083	1545818696887	OK	 
REQUEST	75		Search	1545818695945	1545818696890	OK	 
REQUEST	62		Search	1545818696879	1545818696926	OK	 
USER	Users	62	END	1545818694083	1545818696927
REQUEST	65		Search	1545818695820	1545818696932	OK	 
USER	Users	82	START	1545818696944	1545818696944
REQUEST	66		Search	1545818694654	1545818696941	OK	 
REQUEST	78		Search	1545818696373	1545818696970	OK	 
REQUEST	51		Search	1545818696531	1545818696980	OK	 
REQUEST	52		Search	1545818695842	1545818697053	OK	 
REQUEST	59		Search	1545818695918	1545818697070	OK	 
REQUEST	69		Search	1545818696215	1545818697074	OK	 
REQUEST	36		Search	1545818695925	1545818697070	OK	 
USER	Users	36	END	1545818690373	1545818697077
USER	Users	83	START	1545818697083	1545818697083
REQUEST	55		Search	1545818696234	1545818697098	OK	 
REQUEST	71		Search	1545818696291	1545818697102	OK	 
REQUEST	64		Search	1545818695453	1545818697116	OK	 
REQUEST	54		Search	1545818696499	1545818697134	OK	 
REQUEST	9		Search	1545818694773	1545818697131	OK	 
REQUEST	76		Search	1545818696889	1545818697184	OK	 
REQUEST	68		Search	1545818696197	1545818697201	OK	 
REQUEST	6		Search	1545818695753	1545818697206	OK	 
USER	Users	6	END	1545818686102	1545818697213
USER	Users	84	START	1545818697233	1545818697233
USER	Users	85	START	1545818697413	1545818697413
REQUEST	52		Search	1545818697055	1545818697413	OK	 
USER	Users	52	END	1545818692652	1545818697415
REQUEST	78		Search	1545818696973	1545818697413	OK	 
REQUEST	60		Search	1545818696678	1545818697412	OK	 
REQUEST	3		Search	1545818696385	1545818697413	OK	 
USER	Users	3	END	1545818685663	1545818697417
REQUEST	80		Search	1545818696654	1545818697413	OK	 
REQUEST	49		Search	1545818692223	1545818697141	OK	 
REQUEST	65		Search	1545818696939	1545818697419	OK	 
USER	Users	86	START	1545818697513	1545818697513
REQUEST	70		Search	1545818696853	1545818697568	OK	 
REQUEST	82		Search	1545818696945	1545818697570	OK	 
REQUEST	9		Search	1545818697138	1545818697575	OK	 
REQUEST	10		Search	1545818696346	1545818697623	OK	 
USER	Users	10	END	1545818686673	1545818697625
USER	Users	87	START	1545818697652	1545818697652
REQUEST	81		Search	1545818696804	1545818697694	OK	 
REQUEST	76		Search	1545818697186	1545818697729	OK	 
REQUEST	44		Search	1545818696617	1545818697759	OK	 
REQUEST	79		Search	1545818696513	1545818697783	OK	 
USER	Users	88	START	1545818697803	1545818697803
REQUEST	56		Search	1545818696313	1545818697822	OK	 
REQUEST	71		Search	1545818697104	1545818697846	OK	 
REQUEST	41		Search	1545818696284	1545818697826	OK	 
USER	Users	41	END	1545818691083	1545818697847
REQUEST	37		Search	1545818695987	1545818697846	OK	 
USER	Users	37	END	1545818690513	1545818697850
REQUEST	69		Search	1545818697077	1545818697850	OK	 
REQUEST	55		Search	1545818697102	1545818697881	OK	 
USER	Users	55	END	1545818693094	1545818697883
USER	Users	89	START	1545818697943	1545818697943
REQUEST	73		Search	1545818696846	1545818697988	OK	 
REQUEST	20		Search	1545818696686	1545818697993	OK	 
REQUEST	84		Search	1545818697234	1545818698016	OK	 
USER	Users	90	START	1545818698085	1545818698085
REQUEST	83		Search	1545818697084	1545818698094	OK	 
REQUEST	82		Search	1545818697571	1545818698106	OK	 
REQUEST	64		Search	1545818697119	1545818698143	OK	 
REQUEST	66		Search	1545818696946	1545818698161	OK	 
REQUEST	53		Search	1545818696628	1545818698171	OK	 
REQUEST	51		Search	1545818696981	1545818698184	OK	 
USER	Users	51	END	1545818692514	1545818698187
REQUEST	84		Search	1545818698020	1545818698187	OK	 
USER	Users	91	START	1545818698223	1545818698223
REQUEST	65		Search	1545818697421	1545818698256	OK	 
REQUEST	59		Search	1545818697071	1545818698269	OK	 
REQUEST	80		Search	1545818697418	1545818698273	OK	 
REQUEST	68		Search	1545818697203	1545818698280	OK	 
REQUEST	70		Search	1545818697571	1545818698280	OK	 
REQUEST	89		Search	1545818697943	1545818698291	OK	 
REQUEST	76		Search	1545818697758	1545818698311	OK	 
REQUEST	9		Search	1545818697577	1545818698313	OK	 
REQUEST	71		Search	1545818697847	1545818698318	OK	 
USER	Users	71	END	1545818695373	1545818698320
REQUEST	49		Search	1545818697419	1545818698354	OK	 
USER	Users	92	START	1545818698372	1545818698372
REQUEST	63		Search	1545818696220	1545818698488	OK	 
REQUEST	65		Search	1545818698259	1545818698507	OK	 
USER	Users	65	END	1545818694514	1545818698508
USER	Users	93	START	1545818698516	1545818698516
REQUEST	54		Search	1545818697138	1545818698519	OK	 
USER	Users	54	END	1545818692942	1545818698525
REQUEST	69		Search	1545818697852	1545818698533	OK	 
REQUEST	79		Search	1545818697785	1545818698545	OK	 
REQUEST	86		Search	1545818697514	1545818698547	OK	 
REQUEST	84		Search	1545818698188	1545818698589	OK	 
REQUEST	23		Search	1545818694893	1545818698633	OK	 
USER	Users	23	END	1545818688512	1545818698639
USER	Users	94	START	1545818698652	1545818698652
REQUEST	44		Search	1545818697760	1545818698672	OK	 
USER	Users	44	END	1545818691563	1545818698674
REQUEST	77		Search	1545818696224	1545818698676	OK	 
REQUEST	88		Search	1545818697803	1545818698689	OK	 
REQUEST	45		Search	1545818695490	1545818698735	OK	 
REQUEST	72		Search	1545818696307	1545818698777	OK	 
REQUEST	33		Search	1545818696550	1545818698774	OK	 
REQUEST	83		Search	1545818698097	1545818698783	OK	 
USER	Users	95	START	1545818698793	1545818698793
REQUEST	91		Search	1545818698223	1545818698796	OK	 
REQUEST	68		Search	1545818698285	1545818698800	OK	 
REQUEST	20		Search	1545818697997	1545818698814	OK	 
USER	Users	20	END	1545818688083	1545818698817
REQUEST	90		Search	1545818698085	1545818698851	OK	 
REQUEST	89		Search	1545818698292	1545818698868	OK	 
REQUEST	77		Search	1545818698679	1545818698876	OK	 
REQUEST	82		Search	1545818698108	1545818698881	OK	 
REQUEST	76		Search	1545818698313	1545818698900	OK	 
USER	Users	76	END	1545818696083	1545818698903
USER	Users	96	START	1545818698943	1545818698943
REQUEST	64		Search	1545818698146	1545818699026	OK	 
REQUEST	46		Search	1545818695852	1545818699044	OK	 
USER	Users	46	END	1545818691794	1545818699054
USER	Users	97	START	1545818699082	1545818699082
REQUEST	94		Search	1545818698653	1545818699102	OK	 
REQUEST	70		Search	1545818698285	1545818699106	OK	 
USER	Users	70	END	1545818695222	1545818699107
REQUEST	79		Search	1545818698547	1545818699108	OK	 
REQUEST	57		Search	1545818695047	1545818699094	OK	 
REQUEST	69		Search	1545818698535	1545818699112	OK	 
USER	Users	69	END	1545818695082	1545818699114
REQUEST	59		Search	1545818698271	1545818699157	OK	 
USER	Users	59	END	1545818693653	1545818699159
REQUEST	9		Search	1545818698317	1545818699190	OK	 
USER	Users	9	END	1545818686533	1545818699191
REQUEST	84		Search	1545818698590	1545818699193	OK	 
REQUEST	63		Search	1545818698498	1545818699196	OK	 
REQUEST	93		Search	1545818698518	1545818699198	OK	 
REQUEST	86		Search	1545818698550	1545818699200	OK	 
REQUEST	73		Search	1545818697992	1545818699209	OK	 
USER	Users	98	START	1545818699223	1545818699223
REQUEST	77		Search	1545818698878	1545818699239	OK	 
REQUEST	91		Search	1545818698799	1545818699271	OK	 
REQUEST	45		Search	1545818698744	1545818699276	OK	 
USER	Users	45	END	1545818691654	1545818699277
REQUEST	88		Search	1545818698690	1545818699278	OK	 
REQUEST	95		Search	1545818698793	1545818699309	OK	 
USER	Users	99	START	1545818699375	1545818699375
REQUEST	92		Search	1545818698373	1545818699413	OK	 
REQUEST	80		Search	1545818698275	1545818699416	OK	 
REQUEST	68		Search	1545818698802	1545818699439	OK	 
USER	Users	68	END	1545818694942	1545818699442
REQUEST	49		Search	1545818698358	1545818699470	OK	 
REQUEST	53		Search	1545818698172	1545818699477	OK	 
USER	Users	53	END	1545818692802	1545818699479
USER	Users	100	START	1545818699512	1545818699512
REQUEST	61		Search	1545818696306	1545818699450	OK	 
REQUEST	57		Search	1545818699110	1545818699533	OK	 
REQUEST	33		Search	1545818698784	1545818699584	OK	 
REQUEST	89		Search	1545818698870	1545818699608	OK	 
REQUEST	97		Search	1545818699083	1545818699615	OK	 
REQUEST	94		Search	1545818699103	1545818699649	OK	 
USER	Users	101	START	1545818699653	1545818699653
REQUEST	86		Search	1545818699203	1545818699666	OK	 
REQUEST	84		Search	1545818699195	1545818699681	OK	 
USER	Users	84	END	1545818697233	1545818699683
REQUEST	63		Search	1545818699198	1545818699705	OK	 
USER	Users	63	END	1545818694223	1545818699706
REQUEST	95		Search	1545818699311	1545818699710	OK	 
REQUEST	88		Search	1545818699279	1545818699742	OK	 
USER	Users	102	START	1545818699804	1545818699804
REQUEST	49		Search	1545818699475	1545818699819	OK	 
REQUEST	64		Search	1545818699030	1545818699848	OK	 
USER	Users	64	END	1545818694374	1545818699849
REQUEST	93		Search	1545818699200	1545818699910	OK	 
USER	Users	103	START	1545818699944	1545818699944
REQUEST	82		Search	1545818698883	1545818699944	OK	 
REQUEST	60		Search	1545818697416	1545818699962	OK	 
REQUEST	99		Search	1545818699376	1545818699985	OK	 
