RUN	SolrFacetQueryTraffic	solrfacetquerytraffic	1545818512781	 	3.0.1
REQUEST	76		Search	1545818526336	1545818526419	OK	 
REQUEST	77		Search	1545818526404	1545818526523	OK	 
USER	Users	78	START	1545818526542	1545818526542
REQUEST	75		Search	1545818526349	1545818526541	OK	 
REQUEST	76		Search	1545818526420	1545818526564	OK	 
REQUEST	77		Search	1545818526525	1545818526568	OK	 
REQUEST	76		Search	1545818526566	1545818526610	OK	 
USER	Users	76	END	1545818526252	1545818526612
REQUEST	78		Search	1545818526543	1545818526668	OK	 
USER	Users	79	START	1545818526682	1545818526682
REQUEST	75		Search	1545818526547	1545818526690	OK	 
USER	Users	75	END	1545818526111	1545818526702
REQUEST	78		Search	1545818526671	1545818526702	OK	 
REQUEST	77		Search	1545818526570	1545818526716	OK	 
REQUEST	78		Search	1545818526704	1545818526741	OK	 
REQUEST	79		Search	1545818526682	1545818526766	OK	 
REQUEST	77		Search	1545818526718	1545818526795	OK	 
USER	Users	80	START	1545818526822	1545818526822
REQUEST	79		Search	1545818526771	1545818526823	OK	 
REQUEST	78		Search	1545818526743	1545818526828	OK	 
REQUEST	77		Search	1545818526796	1545818526848	OK	 
USER	Users	77	END	1545818526403	1545818526858
REQUEST	80		Search	1545818526822	1545818526873	OK	 
REQUEST	79		Search	1545818526826	1545818526889	OK	 
REQUEST	78		Search	1545818526832	1545818526898	OK	 
USER	Users	78	END	1545818526542	1545818526902
REQUEST	79		Search	1545818526890	1545818526921	OK	 
REQUEST	80		Search	1545818526874	1545818526922	OK	 
REQUEST	79		Search	1545818526922	1545818526956	OK	 
USER	Users	79	END	1545818526682	1545818526957
USER	Users	81	START	1545818526972	1545818526972
REQUEST	80		Search	1545818526923	1545818526978	OK	 
REQUEST	81		Search	1545818526973	1545818527011	OK	 
REQUEST	80		Search	1545818526981	1545818527039	OK	 
REQUEST	81		Search	1545818527013	1545818527048	OK	 
REQUEST	80		Search	1545818527040	1545818527078	OK	 
USER	Users	80	END	1545818526822	1545818527079
REQUEST	81		Search	1545818527049	1545818527113	OK	 
USER	Users	82	START	1545818527114	1545818527114
REQUEST	81		Search	1545818527114	1545818527174	OK	 
REQUEST	82		Search	1545818527114	1545818527184	OK	 
REQUEST	82		Search	1545818527192	1545818527231	OK	 
USER	Users	83	START	1545818527255	1545818527255
REQUEST	83		Search	1545818527255	1545818527272	OK	 
REQUEST	82		Search	1545818527232	1545818527291	OK	 
REQUEST	82		Search	1545818527293	1545818527327	OK	 
REQUEST	81		Search	1545818527176	1545818527316	OK	 
USER	Users	81	END	1545818526972	1545818527335
REQUEST	82		Search	1545818527328	1545818527356	OK	 
USER	Users	82	END	1545818527114	1545818527360
REQUEST	83		Search	1545818527273	1545818527392	OK	 
USER	Users	84	START	1545818527403	1545818527403
REQUEST	83		Search	1545818527394	1545818527418	OK	 
REQUEST	84		Search	1545818527404	1545818527448	OK	 
REQUEST	83		Search	1545818527419	1545818527482	OK	 
REQUEST	84		Search	1545818527449	1545818527492	OK	 
REQUEST	83		Search	1545818527484	1545818527508	OK	 
USER	Users	83	END	1545818527255	1545818527509
USER	Users	85	START	1545818527542	1545818527542
REQUEST	84		Search	1545818527496	1545818527633	OK	 
REQUEST	85		Search	1545818527542	1545818527646	OK	 
REQUEST	84		Search	1545818527634	1545818527671	OK	 
USER	Users	86	START	1545818527684	1545818527684
REQUEST	86		Search	1545818527684	1545818527726	OK	 
REQUEST	85		Search	1545818527647	1545818527729	OK	 
REQUEST	86		Search	1545818527729	1545818527761	OK	 
REQUEST	85		Search	1545818527733	1545818527814	OK	 
USER	Users	87	START	1545818527822	1545818527822
REQUEST	86		Search	1545818527763	1545818527838	OK	 
REQUEST	87		Search	1545818527823	1545818527874	OK	 
REQUEST	85		Search	1545818527815	1545818527890	OK	 
REQUEST	86		Search	1545818527840	1545818527895	OK	 
REQUEST	87		Search	1545818527875	1545818527907	OK	 
REQUEST	87		Search	1545818527908	1545818527929	OK	 
REQUEST	86		Search	1545818527898	1545818527942	OK	 
USER	Users	86	END	1545818527684	1545818527945
USER	Users	88	START	1545818527962	1545818527962
REQUEST	84		Search	1545818527673	1545818527973	OK	 
USER	Users	84	END	1545818527403	1545818527976
REQUEST	85		Search	1545818527894	1545818527983	OK	 
USER	Users	85	END	1545818527542	1545818527985
REQUEST	87		Search	1545818527931	1545818527991	OK	 
REQUEST	88		Search	1545818527962	1545818528040	OK	 
REQUEST	87		Search	1545818527992	1545818528054	OK	 
USER	Users	87	END	1545818527822	1545818528059
REQUEST	88		Search	1545818528042	1545818528087	OK	 
USER	Users	89	START	1545818528112	1545818528112
REQUEST	88		Search	1545818528089	1545818528113	OK	 
REQUEST	89		Search	1545818528113	1545818528134	OK	 
REQUEST	88		Search	1545818528114	1545818528158	OK	 
REQUEST	88		Search	1545818528160	1545818528203	OK	 
USER	Users	88	END	1545818527962	1545818528207
REQUEST	89		Search	1545818528135	1545818528204	OK	 
USER	Users	90	START	1545818528252	1545818528252
REQUEST	89		Search	1545818528208	1545818528265	OK	 
REQUEST	89		Search	1545818528267	1545818528292	OK	 
REQUEST	89		Search	1545818528295	1545818528324	OK	 
USER	Users	89	END	1545818528112	1545818528326
REQUEST	90		Search	1545818528253	1545818528368	OK	 
USER	Users	91	START	1545818528392	1545818528392
REQUEST	90		Search	1545818528370	1545818528398	OK	 
REQUEST	90		Search	1545818528400	1545818528450	OK	 
REQUEST	91		Search	1545818528392	1545818528454	OK	 
REQUEST	90		Search	1545818528451	1545818528489	OK	 
REQUEST	91		Search	1545818528455	1545818528494	OK	 
USER	Users	92	START	1545818528541	1545818528541
REQUEST	90		Search	1545818528490	1545818528551	OK	 
USER	Users	90	END	1545818528252	1545818528556
REQUEST	92		Search	1545818528542	1545818528565	OK	 
REQUEST	92		Search	1545818528566	1545818528594	OK	 
REQUEST	91		Search	1545818528497	1545818528597	OK	 
REQUEST	91		Search	1545818528599	1545818528652	OK	 
USER	Users	93	START	1545818528682	1545818528682
REQUEST	92		Search	1545818528595	1545818528680	OK	 
REQUEST	91		Search	1545818528655	1545818528816	OK	 
USER	Users	91	END	1545818528392	1545818528818
USER	Users	94	START	1545818528822	1545818528822
REQUEST	93		Search	1545818528682	1545818528846	OK	 
REQUEST	94		Search	1545818528823	1545818528869	OK	 
REQUEST	94		Search	1545818528872	1545818528921	OK	 
REQUEST	92		Search	1545818528690	1545818528936	OK	 
USER	Users	95	START	1545818528963	1545818528963
REQUEST	93		Search	1545818528849	1545818528946	OK	 
REQUEST	93		Search	1545818528972	1545818529005	OK	 
REQUEST	94		Search	1545818528925	1545818529019	OK	 
REQUEST	92		Search	1545818528957	1545818529020	OK	 
USER	Users	92	END	1545818528541	1545818529021
REQUEST	93		Search	1545818529007	1545818529042	OK	 
REQUEST	95		Search	1545818528963	1545818529051	OK	 
REQUEST	94		Search	1545818529020	1545818529064	OK	 
REQUEST	93		Search	1545818529048	1545818529100	OK	 
USER	Users	93	END	1545818528682	1545818529104
USER	Users	96	START	1545818529112	1545818529112
REQUEST	95		Search	1545818529057	1545818529138	OK	 
REQUEST	96		Search	1545818529113	1545818529170	OK	 
REQUEST	96		Search	1545818529171	1545818529208	OK	 
REQUEST	94		Search	1545818529065	1545818529207	OK	 
USER	Users	94	END	1545818528822	1545818529211
REQUEST	95		Search	1545818529149	1545818529220	OK	 
USER	Users	97	START	1545818529253	1545818529253
REQUEST	96		Search	1545818529209	1545818529252	OK	 
REQUEST	96		Search	1545818529256	1545818529277	OK	 
REQUEST	95		Search	1545818529230	1545818529275	OK	 
REQUEST	96		Search	1545818529280	1545818529304	OK	 
USER	Users	96	END	1545818529112	1545818529313
REQUEST	95		Search	1545818529280	1545818529319	OK	 
USER	Users	95	END	1545818528963	1545818529319
REQUEST	97		Search	1545818529254	1545818529350	OK	 
USER	Users	98	START	1545818529392	1545818529392
REQUEST	97		Search	1545818529360	1545818529401	OK	 
REQUEST	98		Search	1545818529393	1545818529423	OK	 
REQUEST	97		Search	1545818529403	1545818529434	OK	 
REQUEST	97		Search	1545818529437	1545818529477	OK	 
REQUEST	98		Search	1545818529425	1545818529472	OK	 
REQUEST	97		Search	1545818529481	1545818529526	OK	 
USER	Users	97	END	1545818529253	1545818529527
USER	Users	99	START	1545818529542	1545818529542
REQUEST	98		Search	1545818529484	1545818529546	OK	 
REQUEST	98		Search	1545818529566	1545818529644	OK	 
USER	Users	100	START	1545818529681	1545818529681
REQUEST	99		Search	1545818529542	1545818529670	OK	 
REQUEST	98		Search	1545818529655	1545818529716	OK	 
USER	Users	98	END	1545818529392	1545818529719
REQUEST	99		Search	1545818529693	1545818529717	OK	 
REQUEST	100		Search	1545818529682	1545818529726	OK	 
REQUEST	99		Search	1545818529720	1545818529743	OK	 
REQUEST	100		Search	1545818529727	1545818529755	OK	 
REQUEST	99		Search	1545818529745	1545818529767	OK	 
USER	Users	101	START	1545818529821	1545818529821
REQUEST	99		Search	1545818529769	1545818529907	OK	 
USER	Users	99	END	1545818529542	1545818529911
REQUEST	101		Search	1545818529822	1545818529950	OK	 
USER	Users	102	START	1545818529974	1545818529974
REQUEST	100		Search	1545818529758	1545818529963	OK	 
REQUEST	101		Search	1545818529951	1545818530021	OK	 
REQUEST	102		Search	1545818529974	1545818530037	OK	 
REQUEST	100		Search	1545818529998	1545818530067	OK	 
USER	Users	103	START	1545818530113	1545818530113
REQUEST	101		Search	1545818530026	1545818530134	OK	 
REQUEST	103		Search	1545818530114	1545818530147	OK	 
REQUEST	101		Search	1545818530148	1545818530179	OK	 
REQUEST	103		Search	1545818530150	1545818530180	OK	 
REQUEST	100		Search	1545818530096	1545818530189	OK	 
USER	Users	100	END	1545818529681	1545818530194
REQUEST	102		Search	1545818530041	1545818530190	OK	 
REQUEST	103		Search	1545818530186	1545818530232	OK	 
USER	Users	104	START	1545818530254	1545818530254
REQUEST	101		Search	1545818530183	1545818530262	OK	 
USER	Users	101	END	1545818529821	1545818530272
REQUEST	102		Search	1545818530224	1545818530290	OK	 
REQUEST	103		Search	1545818530234	1545818530291	OK	 
REQUEST	103		Search	1545818530293	1545818530322	OK	 
USER	Users	103	END	1545818530113	1545818530324
REQUEST	102		Search	1545818530292	1545818530337	OK	 
REQUEST	102		Search	1545818530338	1545818530364	OK	 
USER	Users	102	END	1545818529974	1545818530365
USER	Users	105	START	1545818530404	1545818530404
REQUEST	104		Search	1545818530255	1545818530381	OK	 
REQUEST	104		Search	1545818530430	1545818530465	OK	 
USER	Users	106	START	1545818530542	1545818530542
REQUEST	106		Search	1545818530542	1545818530585	OK	 
REQUEST	105		Search	1545818530404	1545818530533	OK	 
REQUEST	106		Search	1545818530589	1545818530642	OK	 
REQUEST	105		Search	1545818530608	1545818530648	OK	 
USER	Users	107	START	1545818530684	1545818530684
REQUEST	105		Search	1545818530649	1545818530691	OK	 
REQUEST	106		Search	1545818530644	1545818530689	OK	 
REQUEST	107		Search	1545818530684	1545818530706	OK	 
REQUEST	106		Search	1545818530693	1545818530736	OK	 
REQUEST	105		Search	1545818530692	1545818530745	OK	 
REQUEST	107		Search	1545818530707	1545818530757	OK	 
REQUEST	104		Search	1545818530467	1545818530722	OK	 
REQUEST	105		Search	1545818530750	1545818530799	OK	 
USER	Users	105	END	1545818530404	1545818530802
REQUEST	107		Search	1545818530758	1545818530809	OK	 
USER	Users	108	START	1545818530822	1545818530822
REQUEST	107		Search	1545818530814	1545818530826	OK	 
REQUEST	104		Search	1545818530772	1545818530826	OK	 
REQUEST	107		Search	1545818530827	1545818530956	OK	 
USER	Users	107	END	1545818530684	1545818530957
REQUEST	106		Search	1545818530737	1545818530962	OK	 
USER	Users	106	END	1545818530542	1545818530966
REQUEST	104		Search	1545818530828	1545818530969	OK	 
USER	Users	104	END	1545818530254	1545818530971
USER	Users	109	START	1545818530971	1545818530971
REQUEST	108		Search	1545818530823	1545818530999	OK	 
REQUEST	109		Search	1545818530972	1545818531006	OK	 
REQUEST	108		Search	1545818531001	1545818531029	OK	 
REQUEST	109		Search	1545818531009	1545818531054	OK	 
REQUEST	108		Search	1545818531030	1545818531072	OK	 
USER	Users	110	START	1545818531121	1545818531121
REQUEST	109		Search	1545818531058	1545818531121	OK	 
REQUEST	108		Search	1545818531121	1545818531149	OK	 
REQUEST	110		Search	1545818531122	1545818531170	OK	 
REQUEST	110		Search	1545818531171	1545818531204	OK	 
REQUEST	110		Search	1545818531205	1545818531226	OK	 
REQUEST	109		Search	1545818531123	1545818531220	OK	 
REQUEST	108		Search	1545818531150	1545818531237	OK	 
USER	Users	108	END	1545818530822	1545818531241
USER	Users	111	START	1545818531255	1545818531255
REQUEST	111		Search	1545818531255	1545818531300	OK	 
REQUEST	110		Search	1545818531226	1545818531299	OK	 
REQUEST	109		Search	1545818531236	1545818531308	OK	 
USER	Users	109	END	1545818530971	1545818531311
REQUEST	110		Search	1545818531306	1545818531341	OK	 
USER	Users	110	END	1545818531121	1545818531342
REQUEST	111		Search	1545818531301	1545818531341	OK	 
REQUEST	111		Search	1545818531343	1545818531364	OK	 
REQUEST	111		Search	1545818531365	1545818531401	OK	 
USER	Users	112	START	1545818531402	1545818531402
REQUEST	112		Search	1545818531403	1545818531464	OK	 
REQUEST	112		Search	1545818531465	1545818531498	OK	 
REQUEST	111		Search	1545818531403	1545818531533	OK	 
USER	Users	111	END	1545818531255	1545818531542
USER	Users	113	START	1545818531542	1545818531542
REQUEST	113		Search	1545818531542	1545818531588	OK	 
REQUEST	113		Search	1545818531589	1545818531648	OK	 
USER	Users	114	START	1545818531683	1545818531683
REQUEST	113		Search	1545818531651	1545818531711	OK	 
REQUEST	112		Search	1545818531499	1545818531676	OK	 
REQUEST	113		Search	1545818531716	1545818531752	OK	 
REQUEST	112		Search	1545818531720	1545818531762	OK	 
REQUEST	114		Search	1545818531683	1545818531766	OK	 
USER	Users	115	START	1545818531822	1545818531822
REQUEST	112		Search	1545818531763	1545818531832	OK	 
USER	Users	112	END	1545818531402	1545818531833
REQUEST	114		Search	1545818531779	1545818531834	OK	 
REQUEST	113		Search	1545818531753	1545818531854	OK	 
USER	Users	113	END	1545818531542	1545818531858
REQUEST	115		Search	1545818531823	1545818531888	OK	 
REQUEST	114		Search	1545818531835	1545818531905	OK	 
REQUEST	115		Search	1545818531889	1545818531958	OK	 
REQUEST	114		Search	1545818531906	1545818531958	OK	 
USER	Users	116	START	1545818531972	1545818531972
REQUEST	116		Search	1545818531973	1545818532070	OK	 
REQUEST	114		Search	1545818531963	1545818532099	OK	 
USER	Users	114	END	1545818531683	1545818532100
USER	Users	117	START	1545818532112	1545818532112
REQUEST	115		Search	1545818531963	1545818532119	OK	 
REQUEST	115		Search	1545818532133	1545818532179	OK	 
REQUEST	117		Search	1545818532113	1545818532182	OK	 
USER	Users	118	START	1545818532253	1545818532253
REQUEST	115		Search	1545818532183	1545818532246	OK	 
USER	Users	115	END	1545818531822	1545818532258
REQUEST	117		Search	1545818532185	1545818532325	OK	 
REQUEST	118		Search	1545818532254	1545818532356	OK	 
USER	Users	119	START	1545818532392	1545818532392
REQUEST	117		Search	1545818532353	1545818532392	OK	 
REQUEST	117		Search	1545818532396	1545818532424	OK	 
REQUEST	119		Search	1545818532393	1545818532433	OK	 
REQUEST	118		Search	1545818532367	1545818532434	OK	 
REQUEST	119		Search	1545818532435	1545818532458	OK	 
REQUEST	118		Search	1545818532436	1545818532462	OK	 
REQUEST	117		Search	1545818532427	1545818532487	OK	 
USER	Users	117	END	1545818532112	1545818532489
REQUEST	118		Search	1545818532463	1545818532512	OK	 
REQUEST	119		Search	1545818532459	1545818532514	OK	 
REQUEST	119		Search	1545818532518	1545818532529	OK	 
REQUEST	116		Search	1545818532073	1545818532403	OK	 
USER	Users	120	START	1545818532544	1545818532544
REQUEST	118		Search	1545818532513	1545818532559	OK	 
USER	Users	118	END	1545818532253	1545818532560
REQUEST	119		Search	1545818532530	1545818532586	OK	 
USER	Users	119	END	1545818532392	1545818532587
REQUEST	120		Search	1545818532544	1545818532602	OK	 
REQUEST	116		Search	1545818532540	1545818532605	OK	 
REQUEST	120		Search	1545818532603	1545818532633	OK	 
REQUEST	116		Search	1545818532609	1545818532645	OK	 
USER	Users	121	START	1545818532682	1545818532682
REQUEST	120		Search	1545818532636	1545818532714	OK	 
REQUEST	116		Search	1545818532646	1545818532714	OK	 
USER	Users	116	END	1545818531972	1545818532720
REQUEST	121		Search	1545818532683	1545818532729	OK	 
REQUEST	120		Search	1545818532716	1545818532756	OK	 
REQUEST	121		Search	1545818532732	1545818532765	OK	 
REQUEST	120		Search	1545818532759	1545818532796	OK	 
USER	Users	120	END	1545818532544	1545818532797
REQUEST	121		Search	1545818532766	1545818532811	OK	 
USER	Users	122	START	1545818532822	1545818532822
REQUEST	122		Search	1545818532822	1545818532862	OK	 
REQUEST	121		Search	1545818532813	1545818532871	OK	 
REQUEST	122		Search	1545818532864	1545818532886	OK	 
REQUEST	121		Search	1545818532872	1545818532924	OK	 
USER	Users	121	END	1545818532682	1545818532926
REQUEST	122		Search	1545818532888	1545818532944	OK	 
USER	Users	123	START	1545818532973	1545818532973
REQUEST	122		Search	1545818532947	1545818532985	OK	 
USER	Users	124	START	1545818533115	1545818533115
REQUEST	122		Search	1545818532986	1545818533144	OK	 
USER	Users	122	END	1545818532822	1545818533146
REQUEST	123		Search	1545818532974	1545818533161	OK	 
REQUEST	124		Search	1545818533116	1545818533168	OK	 
REQUEST	123		Search	1545818533162	1545818533187	OK	 
REQUEST	124		Search	1545818533169	1545818533221	OK	 
REQUEST	123		Search	1545818533188	1545818533223	OK	 
USER	Users	125	START	1545818533254	1545818533254
REQUEST	123		Search	1545818533225	1545818533259	OK	 
REQUEST	124		Search	1545818533222	1545818533278	OK	 
REQUEST	125		Search	1545818533254	1545818533295	OK	 
REQUEST	123		Search	1545818533260	1545818533309	OK	 
USER	Users	123	END	1545818532973	1545818533311
REQUEST	124		Search	1545818533279	1545818533336	OK	 
REQUEST	125		Search	1545818533296	1545818533353	OK	 
REQUEST	124		Search	1545818533338	1545818533388	OK	 
USER	Users	124	END	1545818533115	1545818533389
USER	Users	126	START	1545818533392	1545818533392
REQUEST	125		Search	1545818533355	1545818533414	OK	 
REQUEST	126		Search	1545818533396	1545818533422	OK	 
REQUEST	125		Search	1545818533417	1545818533452	OK	 
USER	Users	127	START	1545818533542	1545818533542
REQUEST	125		Search	1545818533455	1545818533583	OK	 
USER	Users	125	END	1545818533254	1545818533584
REQUEST	127		Search	1545818533542	1545818533601	OK	 
REQUEST	127		Search	1545818533605	1545818533643	OK	 
USER	Users	128	START	1545818533684	1545818533684
REQUEST	128		Search	1545818533684	1545818533708	OK	 
REQUEST	126		Search	1545818533424	1545818533697	OK	 
REQUEST	126		Search	1545818533715	1545818533746	OK	 
REQUEST	126		Search	1545818533748	1545818533786	OK	 
REQUEST	128		Search	1545818533710	1545818533787	OK	 
USER	Users	129	START	1545818533822	1545818533822
REQUEST	126		Search	1545818533788	1545818533890	OK	 
USER	Users	126	END	1545818533392	1545818533906
REQUEST	128		Search	1545818533789	1545818533895	OK	 
REQUEST	127		Search	1545818533644	1545818533908	OK	 
REQUEST	128		Search	1545818533928	1545818533946	OK	 
USER	Users	130	START	1545818533972	1545818533972
REQUEST	127		Search	1545818533939	1545818534015	OK	 
REQUEST	128		Search	1545818533949	1545818534015	OK	 
USER	Users	128	END	1545818533684	1545818534018
REQUEST	130		Search	1545818533973	1545818534045	OK	 
REQUEST	127		Search	1545818534016	1545818534090	OK	 
REQUEST	129		Search	1545818533823	1545818534069	OK	 
USER	Users	127	END	1545818533542	1545818534094
USER	Users	131	START	1545818534112	1545818534112
REQUEST	130		Search	1545818534053	1545818534141	OK	 
REQUEST	129		Search	1545818534094	1545818534167	OK	 
REQUEST	129		Search	1545818534171	1545818534204	OK	 
USER	Users	132	START	1545818534253	1545818534253
REQUEST	130		Search	1545818534154	1545818534343	OK	 
USER	Users	133	START	1545818534403	1545818534403
REQUEST	129		Search	1545818534206	1545818534417	OK	 
REQUEST	130		Search	1545818534345	1545818534441	OK	 
REQUEST	129		Search	1545818534420	1545818534446	OK	 
USER	Users	129	END	1545818533822	1545818534447
REQUEST	132		Search	1545818534254	1545818534464	OK	 
REQUEST	130		Search	1545818534445	1545818534496	OK	 
USER	Users	130	END	1545818533972	1545818534497
REQUEST	133		Search	1545818534403	1545818534494	OK	 
REQUEST	133		Search	1545818534498	1545818534538	OK	 
USER	Users	134	START	1545818534542	1545818534542
REQUEST	132		Search	1545818534466	1545818534541	OK	 
REQUEST	132		Search	1545818534544	1545818534593	OK	 
REQUEST	131		Search	1545818534113	1545818534581	OK	 
REQUEST	134		Search	1545818534543	1545818534614	OK	 
REQUEST	131		Search	1545818534596	1545818534640	OK	 
USER	Users	135	START	1545818534684	1545818534684
REQUEST	132		Search	1545818534595	1545818534682	OK	 
REQUEST	131		Search	1545818534642	1545818534728	OK	 
REQUEST	135		Search	1545818534684	1545818534750	OK	 
REQUEST	134		Search	1545818534615	1545818534755	OK	 
REQUEST	133		Search	1545818534539	1545818534762	OK	 
REQUEST	131		Search	1545818534730	1545818534800	OK	 
REQUEST	133		Search	1545818534779	1545818534803	OK	 
REQUEST	135		Search	1545818534751	1545818534816	OK	 
USER	Users	136	START	1545818534822	1545818534822
REQUEST	132		Search	1545818534685	1545818534852	OK	 
USER	Users	132	END	1545818534253	1545818534854
REQUEST	134		Search	1545818534758	1545818534859	OK	 
REQUEST	131		Search	1545818534803	1545818534887	OK	 
USER	Users	131	END	1545818534112	1545818534890
REQUEST	136		Search	1545818534823	1545818534902	OK	 
REQUEST	133		Search	1545818534804	1545818534902	OK	 
USER	Users	133	END	1545818534403	1545818534905
REQUEST	134		Search	1545818534863	1545818534934	OK	 
REQUEST	135		Search	1545818534817	1545818534921	OK	 
USER	Users	137	START	1545818534972	1545818534972
REQUEST	136		Search	1545818534903	1545818534976	OK	 
REQUEST	134		Search	1545818534942	1545818534978	OK	 
USER	Users	134	END	1545818534542	1545818534979
REQUEST	137		Search	1545818534973	1545818535018	OK	 
REQUEST	135		Search	1545818534944	1545818535020	OK	 
REQUEST	136		Search	1545818534978	1545818535032	OK	 
REQUEST	135		Search	1545818535031	1545818535072	OK	 
USER	Users	135	END	1545818534684	1545818535073
REQUEST	137		Search	1545818535019	1545818535082	OK	 
USER	Users	138	START	1545818535113	1545818535113
REQUEST	136		Search	1545818535034	1545818535113	OK	 
REQUEST	137		Search	1545818535085	1545818535121	OK	 
REQUEST	136		Search	1545818535121	1545818535167	OK	 
USER	Users	136	END	1545818534822	1545818535168
REQUEST	137		Search	1545818535123	1545818535182	OK	 
USER	Users	139	START	1545818535251	1545818535251
REQUEST	137		Search	1545818535185	1545818535313	OK	 
USER	Users	137	END	1545818534972	1545818535315
REQUEST	139		Search	1545818535252	1545818535333	OK	 
REQUEST	138		Search	1545818535113	1545818535316	OK	 
REQUEST	139		Search	1545818535335	1545818535368	OK	 
REQUEST	138		Search	1545818535335	1545818535386	OK	 
USER	Users	140	START	1545818535401	1545818535401
REQUEST	139		Search	1545818535368	1545818535405	OK	 
REQUEST	138		Search	1545818535389	1545818535411	OK	 
REQUEST	138		Search	1545818535414	1545818535456	OK	 
REQUEST	140		Search	1545818535402	1545818535457	OK	 
REQUEST	139		Search	1545818535410	1545818535472	OK	 
REQUEST	140		Search	1545818535457	1545818535507	OK	 
REQUEST	138		Search	1545818535457	1545818535506	OK	 
USER	Users	138	END	1545818535113	1545818535509
REQUEST	139		Search	1545818535475	1545818535519	OK	 
USER	Users	139	END	1545818535251	1545818535525
REQUEST	140		Search	1545818535508	1545818535539	OK	 
USER	Users	141	START	1545818535542	1545818535542
REQUEST	141		Search	1545818535543	1545818535570	OK	 
REQUEST	140		Search	1545818535541	1545818535584	OK	 
REQUEST	141		Search	1545818535571	1545818535600	OK	 
REQUEST	140		Search	1545818535585	1545818535627	OK	 
USER	Users	140	END	1545818535401	1545818535631
REQUEST	141		Search	1545818535602	1545818535632	OK	 
REQUEST	141		Search	1545818535633	1545818535663	OK	 
USER	Users	142	START	1545818535683	1545818535683
REQUEST	141		Search	1545818535666	1545818535685	OK	 
USER	Users	141	END	1545818535542	1545818535686
REQUEST	142		Search	1545818535683	1545818535715	OK	 
REQUEST	142		Search	1545818535718	1545818535752	OK	 
REQUEST	142		Search	1545818535753	1545818535796	OK	 
USER	Users	143	START	1545818535821	1545818535821
REQUEST	142		Search	1545818535796	1545818535830	OK	 
REQUEST	142		Search	1545818535831	1545818535878	OK	 
USER	Users	142	END	1545818535683	1545818535880
REQUEST	143		Search	1545818535822	1545818535919	OK	 
USER	Users	144	START	1545818535962	1545818535962
REQUEST	143		Search	1545818535947	1545818535968	OK	 
REQUEST	143		Search	1545818535970	1545818536007	OK	 
REQUEST	144		Search	1545818535963	1545818536035	OK	 
REQUEST	144		Search	1545818536039	1545818536049	OK	 
REQUEST	143		Search	1545818536009	1545818536045	OK	 
REQUEST	144		Search	1545818536051	1545818536075	OK	 
REQUEST	143		Search	1545818536051	1545818536096	OK	 
USER	Users	143	END	1545818535821	1545818536098
USER	Users	145	START	1545818536114	1545818536114
REQUEST	144		Search	1545818536076	1545818536127	OK	 
REQUEST	145		Search	1545818536114	1545818536177	OK	 
REQUEST	145		Search	1545818536178	1545818536196	OK	 
REQUEST	144		Search	1545818536130	1545818536193	OK	 
USER	Users	144	END	1545818535962	1545818536203
REQUEST	145		Search	1545818536197	1545818536226	OK	 
USER	Users	146	START	1545818536254	1545818536254
REQUEST	146		Search	1545818536255	1545818536368	OK	 
REQUEST	145		Search	1545818536227	1545818536365	OK	 
USER	Users	147	START	1545818536392	1545818536392
REQUEST	146		Search	1545818536371	1545818536419	OK	 
REQUEST	147		Search	1545818536393	1545818536448	OK	 
REQUEST	146		Search	1545818536423	1545818536449	OK	 
REQUEST	145		Search	1545818536376	1545818536458	OK	 
USER	Users	145	END	1545818536114	1545818536468
REQUEST	146		Search	1545818536451	1545818536486	OK	 
USER	Users	148	START	1545818536542	1545818536542
REQUEST	146		Search	1545818536488	1545818536540	OK	 
USER	Users	146	END	1545818536254	1545818536548
REQUEST	148		Search	1545818536543	1545818536592	OK	 
REQUEST	148		Search	1545818536595	1545818536624	OK	 
REQUEST	147		Search	1545818536451	1545818536630	OK	 
REQUEST	147		Search	1545818536638	1545818536678	OK	 
USER	Users	149	START	1545818536682	1545818536682
REQUEST	148		Search	1545818536626	1545818536694	OK	 
REQUEST	149		Search	1545818536683	1545818536730	OK	 
REQUEST	148		Search	1545818536699	1545818536733	OK	 
REQUEST	147		Search	1545818536680	1545818536759	OK	 
REQUEST	148		Search	1545818536734	1545818536768	OK	 
USER	Users	148	END	1545818536542	1545818536769
REQUEST	149		Search	1545818536732	1545818536774	OK	 
REQUEST	149		Search	1545818536775	1545818536809	OK	 
USER	Users	150	START	1545818536823	1545818536823
REQUEST	150		Search	1545818536823	1545818536844	OK	 
REQUEST	147		Search	1545818536766	1545818536842	OK	 
USER	Users	147	END	1545818536392	1545818536856
REQUEST	150		Search	1545818536845	1545818536877	OK	 
REQUEST	149		Search	1545818536819	1545818536885	OK	 
REQUEST	150		Search	1545818536878	1545818536902	OK	 
USER	Users	151	START	1545818536972	1545818536972
REQUEST	150		Search	1545818536906	1545818536971	OK	 
REQUEST	149		Search	1545818536887	1545818536972	OK	 
USER	Users	149	END	1545818536682	1545818537006
REQUEST	151		Search	1545818536973	1545818537019	OK	 
REQUEST	150		Search	1545818537000	1545818537030	OK	 
USER	Users	150	END	1545818536823	1545818537036
REQUEST	151		Search	1545818537020	1545818537050	OK	 
REQUEST	151		Search	1545818537052	1545818537100	OK	 
USER	Users	152	START	1545818537114	1545818537114
REQUEST	151		Search	1545818537104	1545818537137	OK	 
