RUN	SolrFacetQueryTraffic	solrfacetquerytraffic	1545818512781	 	3.0.1
REQUEST	152		Search	1545818537115	1545818537165	OK	 
REQUEST	151		Search	1545818537140	1545818537187	OK	 
USER	Users	151	END	1545818536972	1545818537190
REQUEST	152		Search	1545818537168	1545818537208	OK	 
REQUEST	152		Search	1545818537209	1545818537226	OK	 
REQUEST	152		Search	1545818537227	1545818537247	OK	 
USER	Users	153	START	1545818537251	1545818537251
REQUEST	153		Search	1545818537252	1545818537351	OK	 
REQUEST	152		Search	1545818537248	1545818537365	OK	 
USER	Users	152	END	1545818537114	1545818537366
REQUEST	153		Search	1545818537352	1545818537388	OK	 
USER	Users	154	START	1545818537403	1545818537403
REQUEST	154		Search	1545818537403	1545818537442	OK	 
REQUEST	153		Search	1545818537393	1545818537448	OK	 
REQUEST	154		Search	1545818537444	1545818537466	OK	 
REQUEST	153		Search	1545818537449	1545818537500	OK	 
REQUEST	154		Search	1545818537467	1545818537501	OK	 
USER	Users	155	START	1545818537542	1545818537542
REQUEST	154		Search	1545818537504	1545818537569	OK	 
REQUEST	155		Search	1545818537543	1545818537580	OK	 
REQUEST	153		Search	1545818537502	1545818537588	OK	 
USER	Users	153	END	1545818537251	1545818537590
REQUEST	155		Search	1545818537585	1545818537667	OK	 
USER	Users	156	START	1545818537682	1545818537682
REQUEST	155		Search	1545818537670	1545818537702	OK	 
REQUEST	155		Search	1545818537703	1545818537735	OK	 
REQUEST	156		Search	1545818537683	1545818537734	OK	 
REQUEST	154		Search	1545818537571	1545818537732	OK	 
USER	Users	154	END	1545818537403	1545818537783
REQUEST	156		Search	1545818537744	1545818537799	OK	 
REQUEST	155		Search	1545818537737	1545818537801	OK	 
USER	Users	155	END	1545818537542	1545818537805
USER	Users	157	START	1545818537821	1545818537821
REQUEST	157		Search	1545818537822	1545818537869	OK	 
REQUEST	157		Search	1545818537872	1545818537908	OK	 
REQUEST	156		Search	1545818537801	1545818537914	OK	 
REQUEST	157		Search	1545818537910	1545818537963	OK	 
USER	Users	158	START	1545818537973	1545818537973
REQUEST	156		Search	1545818537954	1545818537990	OK	 
REQUEST	157		Search	1545818537969	1545818538011	OK	 
REQUEST	158		Search	1545818537974	1545818538020	OK	 
REQUEST	157		Search	1545818538012	1545818538061	OK	 
USER	Users	157	END	1545818537821	1545818538062
REQUEST	158		Search	1545818538027	1545818538067	OK	 
REQUEST	156		Search	1545818537991	1545818538080	OK	 
USER	Users	156	END	1545818537682	1545818538085
REQUEST	158		Search	1545818538068	1545818538094	OK	 
USER	Users	159	START	1545818538112	1545818538112
REQUEST	158		Search	1545818538095	1545818538126	OK	 
REQUEST	158		Search	1545818538127	1545818538166	OK	 
USER	Users	158	END	1545818537973	1545818538167
REQUEST	159		Search	1545818538113	1545818538168	OK	 
USER	Users	160	START	1545818538253	1545818538253
REQUEST	159		Search	1545818538170	1545818538279	OK	 
REQUEST	160		Search	1545818538253	1545818538311	OK	 
REQUEST	159		Search	1545818538312	1545818538329	OK	 
REQUEST	160		Search	1545818538313	1545818538351	OK	 
REQUEST	159		Search	1545818538329	1545818538354	OK	 
USER	Users	161	START	1545818538394	1545818538394
REQUEST	159		Search	1545818538355	1545818538474	OK	 
USER	Users	159	END	1545818538112	1545818538482
REQUEST	161		Search	1545818538395	1545818538485	OK	 
REQUEST	161		Search	1545818538488	1545818538532	OK	 
USER	Users	162	START	1545818538544	1545818538544
REQUEST	161		Search	1545818538533	1545818538580	OK	 
REQUEST	162		Search	1545818538544	1545818538598	OK	 
REQUEST	160		Search	1545818538353	1545818538579	OK	 
REQUEST	161		Search	1545818538582	1545818538626	OK	 
REQUEST	162		Search	1545818538599	1545818538626	OK	 
REQUEST	161		Search	1545818538628	1545818538662	OK	 
USER	Users	161	END	1545818538394	1545818538662
REQUEST	162		Search	1545818538629	1545818538669	OK	 
REQUEST	160		Search	1545818538621	1545818538668	OK	 
USER	Users	163	START	1545818538682	1545818538682
REQUEST	162		Search	1545818538669	1545818538700	OK	 
REQUEST	160		Search	1545818538671	1545818538711	OK	 
USER	Users	160	END	1545818538253	1545818538712
REQUEST	163		Search	1545818538683	1545818538732	OK	 
REQUEST	162		Search	1545818538701	1545818538749	OK	 
USER	Users	162	END	1545818538544	1545818538754
REQUEST	163		Search	1545818538738	1545818538770	OK	 
REQUEST	163		Search	1545818538770	1545818538815	OK	 
USER	Users	164	START	1545818538822	1545818538822
REQUEST	163		Search	1545818538820	1545818538832	OK	 
REQUEST	163		Search	1545818538832	1545818538880	OK	 
USER	Users	163	END	1545818538682	1545818538886
REQUEST	164		Search	1545818538823	1545818538905	OK	 
USER	Users	165	START	1545818538964	1545818538964
REQUEST	164		Search	1545818538913	1545818538962	OK	 
REQUEST	164		Search	1545818538967	1545818538993	OK	 
REQUEST	165		Search	1545818538965	1545818539008	OK	 
REQUEST	164		Search	1545818538994	1545818539024	OK	 
REQUEST	165		Search	1545818539011	1545818539044	OK	 
REQUEST	165		Search	1545818539044	1545818539072	OK	 
USER	Users	166	START	1545818539112	1545818539112
REQUEST	165		Search	1545818539073	1545818539127	OK	 
REQUEST	166		Search	1545818539112	1545818539155	OK	 
REQUEST	164		Search	1545818539025	1545818539152	OK	 
USER	Users	164	END	1545818538822	1545818539168
REQUEST	165		Search	1545818539129	1545818539180	OK	 
USER	Users	165	END	1545818538964	1545818539181
REQUEST	166		Search	1545818539156	1545818539189	OK	 
REQUEST	166		Search	1545818539192	1545818539236	OK	 
USER	Users	167	START	1545818539252	1545818539252
REQUEST	166		Search	1545818539238	1545818539257	OK	 
REQUEST	167		Search	1545818539253	1545818539303	OK	 
REQUEST	167		Search	1545818539304	1545818539340	OK	 
REQUEST	166		Search	1545818539259	1545818539346	OK	 
USER	Users	166	END	1545818539112	1545818539349
REQUEST	167		Search	1545818539342	1545818539362	OK	 
REQUEST	167		Search	1545818539363	1545818539382	OK	 
USER	Users	168	START	1545818539392	1545818539392
REQUEST	167		Search	1545818539383	1545818539475	OK	 
USER	Users	167	END	1545818539252	1545818539477
USER	Users	169	START	1545818539542	1545818539542
REQUEST	168		Search	1545818539393	1545818539550	OK	 
REQUEST	169		Search	1545818539543	1545818539563	OK	 
REQUEST	168		Search	1545818539563	1545818539586	OK	 
REQUEST	169		Search	1545818539564	1545818539591	OK	 
REQUEST	168		Search	1545818539587	1545818539614	OK	 
REQUEST	168		Search	1545818539615	1545818539644	OK	 
REQUEST	168		Search	1545818539645	1545818539671	OK	 
USER	Users	168	END	1545818539392	1545818539674
USER	Users	170	START	1545818539684	1545818539684
REQUEST	170		Search	1545818539684	1545818539717	OK	 
REQUEST	170		Search	1545818539719	1545818539755	OK	 
REQUEST	170		Search	1545818539756	1545818539780	OK	 
REQUEST	169		Search	1545818539592	1545818539762	OK	 
REQUEST	170		Search	1545818539780	1545818539821	OK	 
USER	Users	171	START	1545818539824	1545818539824
REQUEST	169		Search	1545818539817	1545818539849	OK	 
REQUEST	170		Search	1545818539824	1545818539874	OK	 
USER	Users	170	END	1545818539684	1545818539878
REQUEST	169		Search	1545818539850	1545818539887	OK	 
USER	Users	169	END	1545818539542	1545818539888
REQUEST	171		Search	1545818539825	1545818539887	OK	 
REQUEST	171		Search	1545818539891	1545818539941	OK	 
USER	Users	172	START	1545818539972	1545818539972
REQUEST	171		Search	1545818539945	1545818539971	OK	 
REQUEST	172		Search	1545818539972	1545818540003	OK	 
REQUEST	171		Search	1545818539976	1545818540035	OK	 
REQUEST	172		Search	1545818540004	1545818540045	OK	 
REQUEST	171		Search	1545818540038	1545818540061	OK	 
USER	Users	171	END	1545818539824	1545818540062
REQUEST	172		Search	1545818540049	1545818540071	OK	 
USER	Users	173	START	1545818540113	1545818540113
REQUEST	173		Search	1545818540113	1545818540154	OK	 
REQUEST	173		Search	1545818540155	1545818540180	OK	 
REQUEST	172		Search	1545818540072	1545818540168	OK	 
REQUEST	173		Search	1545818540181	1545818540194	OK	 
REQUEST	173		Search	1545818540195	1545818540227	OK	 
REQUEST	172		Search	1545818540191	1545818540233	OK	 
USER	Users	172	END	1545818539972	1545818540235
USER	Users	174	START	1545818540253	1545818540253
REQUEST	174		Search	1545818540253	1545818540270	OK	 
REQUEST	173		Search	1545818540231	1545818540267	OK	 
USER	Users	173	END	1545818540113	1545818540272
REQUEST	174		Search	1545818540271	1545818540335	OK	 
REQUEST	174		Search	1545818540336	1545818540354	OK	 
REQUEST	174		Search	1545818540355	1545818540375	OK	 
USER	Users	175	START	1545818540402	1545818540402
REQUEST	175		Search	1545818540402	1545818540428	OK	 
REQUEST	175		Search	1545818540429	1545818540453	OK	 
REQUEST	175		Search	1545818540456	1545818540492	OK	 
REQUEST	174		Search	1545818540376	1545818540480	OK	 
USER	Users	174	END	1545818540253	1545818540500
USER	Users	176	START	1545818540541	1545818540541
REQUEST	175		Search	1545818540497	1545818540591	OK	 
REQUEST	176		Search	1545818540542	1545818540604	OK	 
REQUEST	175		Search	1545818540592	1545818540620	OK	 
USER	Users	175	END	1545818540402	1545818540624
REQUEST	176		Search	1545818540605	1545818540634	OK	 
REQUEST	176		Search	1545818540636	1545818540671	OK	 
USER	Users	177	START	1545818540682	1545818540682
REQUEST	177		Search	1545818540682	1545818540720	OK	 
REQUEST	177		Search	1545818540726	1545818540770	OK	 
REQUEST	177		Search	1545818540777	1545818540818	OK	 
USER	Users	178	START	1545818540821	1545818540821
REQUEST	177		Search	1545818540820	1545818540860	OK	 
REQUEST	178		Search	1545818540822	1545818540862	OK	 
REQUEST	178		Search	1545818540870	1545818540894	OK	 
REQUEST	177		Search	1545818540863	1545818540917	OK	 
USER	Users	177	END	1545818540682	1545818540920
REQUEST	176		Search	1545818540675	1545818540877	OK	 
REQUEST	178		Search	1545818540897	1545818540948	OK	 
REQUEST	176		Search	1545818540947	1545818540973	OK	 
USER	Users	179	START	1545818540973	1545818540973
USER	Users	176	END	1545818540541	1545818540974
REQUEST	179		Search	1545818540974	1545818541043	OK	 
REQUEST	178		Search	1545818540958	1545818541037	OK	 
REQUEST	178		Search	1545818541050	1545818541084	OK	 
USER	Users	178	END	1545818540821	1545818541085
USER	Users	180	START	1545818541113	1545818541113
REQUEST	179		Search	1545818541046	1545818541118	OK	 
REQUEST	180		Search	1545818541114	1545818541165	OK	 
REQUEST	179		Search	1545818541138	1545818541178	OK	 
REQUEST	180		Search	1545818541168	1545818541192	OK	 
REQUEST	180		Search	1545818541194	1545818541222	OK	 
REQUEST	179		Search	1545818541181	1545818541233	OK	 
USER	Users	181	START	1545818541253	1545818541253
REQUEST	181		Search	1545818541253	1545818541280	OK	 
REQUEST	180		Search	1545818541223	1545818541287	OK	 
REQUEST	179		Search	1545818541235	1545818541316	OK	 
USER	Users	179	END	1545818540973	1545818541318
REQUEST	180		Search	1545818541295	1545818541322	OK	 
USER	Users	180	END	1545818541113	1545818541324
REQUEST	181		Search	1545818541281	1545818541333	OK	 
REQUEST	181		Search	1545818541334	1545818541362	OK	 
REQUEST	181		Search	1545818541364	1545818541383	OK	 
USER	Users	182	START	1545818541404	1545818541404
REQUEST	181		Search	1545818541384	1545818541417	OK	 
USER	Users	181	END	1545818541253	1545818541418
REQUEST	182		Search	1545818541404	1545818541432	OK	 
REQUEST	182		Search	1545818541433	1545818541465	OK	 
REQUEST	182		Search	1545818541466	1545818541492	OK	 
USER	Users	183	START	1545818541541	1545818541541
REQUEST	182		Search	1545818541493	1545818541604	OK	 
REQUEST	182		Search	1545818541610	1545818541669	OK	 
USER	Users	182	END	1545818541404	1545818541670
REQUEST	183		Search	1545818541542	1545818541671	OK	 
USER	Users	184	START	1545818541683	1545818541683
REQUEST	183		Search	1545818541677	1545818541700	OK	 
REQUEST	184		Search	1545818541684	1545818541713	OK	 
REQUEST	183		Search	1545818541702	1545818541730	OK	 
REQUEST	184		Search	1545818541716	1545818541735	OK	 
REQUEST	184		Search	1545818541736	1545818541777	OK	 
REQUEST	183		Search	1545818541731	1545818541782	OK	 
REQUEST	183		Search	1545818541785	1545818541815	OK	 
USER	Users	183	END	1545818541541	1545818541816
USER	Users	185	START	1545818541823	1545818541823
REQUEST	184		Search	1545818541778	1545818541823	OK	 
REQUEST	185		Search	1545818541823	1545818541841	OK	 
REQUEST	184		Search	1545818541823	1545818541853	OK	 
REQUEST	185		Search	1545818541842	1545818541854	OK	 
USER	Users	184	END	1545818541683	1545818541855
REQUEST	185		Search	1545818541855	1545818541878	OK	 
REQUEST	185		Search	1545818541879	1545818541954	OK	 
USER	Users	186	START	1545818541972	1545818541972
REQUEST	186		Search	1545818541973	1545818542004	OK	 
REQUEST	185		Search	1545818541973	1545818542008	OK	 
USER	Users	185	END	1545818541823	1545818542009
REQUEST	186		Search	1545818542004	1545818542022	OK	 
REQUEST	186		Search	1545818542023	1545818542065	OK	 
REQUEST	186		Search	1545818542067	1545818542097	OK	 
USER	Users	187	START	1545818542111	1545818542111
REQUEST	187		Search	1545818542112	1545818542137	OK	 
REQUEST	186		Search	1545818542099	1545818542137	OK	 
USER	Users	186	END	1545818541972	1545818542138
REQUEST	187		Search	1545818542137	1545818542207	OK	 
USER	Users	188	START	1545818542252	1545818542252
REQUEST	187		Search	1545818542219	1545818542249	OK	 
REQUEST	188		Search	1545818542253	1545818542273	OK	 
REQUEST	187		Search	1545818542253	1545818542273	OK	 
REQUEST	187		Search	1545818542274	1545818542307	OK	 
USER	Users	187	END	1545818542111	1545818542308
REQUEST	188		Search	1545818542273	1545818542320	OK	 
REQUEST	188		Search	1545818542321	1545818542348	OK	 
REQUEST	188		Search	1545818542349	1545818542379	OK	 
USER	Users	189	START	1545818542402	1545818542402
REQUEST	188		Search	1545818542381	1545818542416	OK	 
USER	Users	188	END	1545818542252	1545818542418
REQUEST	189		Search	1545818542402	1545818542432	OK	 
REQUEST	189		Search	1545818542433	1545818542457	OK	 
REQUEST	189		Search	1545818542459	1545818542493	OK	 
REQUEST	189		Search	1545818542496	1545818542519	OK	 
USER	Users	190	START	1545818542542	1545818542542
REQUEST	189		Search	1545818542523	1545818542551	OK	 
USER	Users	189	END	1545818542402	1545818542552
REQUEST	190		Search	1545818542542	1545818542561	OK	 
REQUEST	190		Search	1545818542562	1545818542591	OK	 
REQUEST	190		Search	1545818542591	1545818542623	OK	 
USER	Users	191	START	1545818542682	1545818542682
REQUEST	190		Search	1545818542625	1545818542759	OK	 
REQUEST	191		Search	1545818542682	1545818542777	OK	 
REQUEST	190		Search	1545818542766	1545818542798	OK	 
USER	Users	190	END	1545818542542	1545818542799
REQUEST	191		Search	1545818542778	1545818542815	OK	 
USER	Users	192	START	1545818542823	1545818542823
REQUEST	192		Search	1545818542824	1545818542860	OK	 
REQUEST	192		Search	1545818542861	1545818542898	OK	 
REQUEST	192		Search	1545818542903	1545818542947	OK	 
REQUEST	191		Search	1545818542820	1545818542932	OK	 
USER	Users	193	START	1545818542972	1545818542972
REQUEST	191		Search	1545818542956	1545818542977	OK	 
REQUEST	192		Search	1545818542952	1545818543001	OK	 
REQUEST	192		Search	1545818543004	1545818543031	OK	 
USER	Users	192	END	1545818542823	1545818543034
REQUEST	193		Search	1545818542973	1545818543043	OK	 
REQUEST	193		Search	1545818543046	1545818543098	OK	 
USER	Users	194	START	1545818543113	1545818543113
REQUEST	191		Search	1545818542982	1545818543130	OK	 
USER	Users	191	END	1545818542682	1545818543133
REQUEST	193		Search	1545818543100	1545818543185	OK	 
REQUEST	194		Search	1545818543114	1545818543182	OK	 
REQUEST	193		Search	1545818543186	1545818543234	OK	 
REQUEST	193		Search	1545818543235	1545818543251	OK	 
USER	Users	193	END	1545818542972	1545818543253
USER	Users	195	START	1545818543253	1545818543253
REQUEST	195		Search	1545818543253	1545818543274	OK	 
REQUEST	194		Search	1545818543190	1545818543287	OK	 
REQUEST	195		Search	1545818543275	1545818543295	OK	 
REQUEST	194		Search	1545818543290	1545818543331	OK	 
REQUEST	195		Search	1545818543296	1545818543354	OK	 
REQUEST	194		Search	1545818543333	1545818543369	OK	 
USER	Users	196	START	1545818543391	1545818543391
REQUEST	194		Search	1545818543371	1545818543393	OK	 
USER	Users	194	END	1545818543113	1545818543394
REQUEST	196		Search	1545818543392	1545818543435	OK	 
REQUEST	195		Search	1545818543358	1545818543429	OK	 
REQUEST	195		Search	1545818543442	1545818543481	OK	 
USER	Users	195	END	1545818543253	1545818543485
REQUEST	196		Search	1545818543437	1545818543495	OK	 
REQUEST	196		Search	1545818543498	1545818543515	OK	 
REQUEST	196		Search	1545818543516	1545818543537	OK	 
USER	Users	197	START	1545818543542	1545818543542
REQUEST	196		Search	1545818543539	1545818543575	OK	 
USER	Users	196	END	1545818543391	1545818543577
REQUEST	197		Search	1545818543543	1545818543588	OK	 
REQUEST	197		Search	1545818543588	1545818543613	OK	 
REQUEST	197		Search	1545818543613	1545818543632	OK	 
REQUEST	197		Search	1545818543633	1545818543663	OK	 
USER	Users	198	START	1545818543681	1545818543681
REQUEST	197		Search	1545818543664	1545818543701	OK	 
USER	Users	197	END	1545818543542	1545818543703
REQUEST	198		Search	1545818543682	1545818543807	OK	 
USER	Users	199	START	1545818543824	1545818543824
REQUEST	198		Search	1545818543811	1545818543831	OK	 
REQUEST	199		Search	1545818543825	1545818543848	OK	 
REQUEST	199		Search	1545818543849	1545818543858	OK	 
REQUEST	198		Search	1545818543832	1545818543862	OK	 
REQUEST	199		Search	1545818543859	1545818543885	OK	 
REQUEST	198		Search	1545818543864	1545818543886	OK	 
REQUEST	199		Search	1545818543885	1545818543896	OK	 
REQUEST	198		Search	1545818543886	1545818543908	OK	 
USER	Users	198	END	1545818543681	1545818543910
REQUEST	199		Search	1545818543897	1545818543915	OK	 
USER	Users	199	END	1545818543824	1545818543915
USER	Users	200	START	1545818543974	1545818543974
REQUEST	200		Search	1545818543975	1545818544005	OK	 
REQUEST	200		Search	1545818544005	1545818544029	OK	 
REQUEST	200		Search	1545818544030	1545818544084	OK	 
REQUEST	200		Search	1545818544092	1545818544108	OK	 
USER	Users	201	START	1545818544113	1545818544113
REQUEST	200		Search	1545818544109	1545818544128	OK	 
USER	Users	200	END	1545818543974	1545818544130
REQUEST	201		Search	1545818544113	1545818544135	OK	 
REQUEST	201		Search	1545818544136	1545818544168	OK	 
REQUEST	201		Search	1545818544169	1545818544197	OK	 
REQUEST	201		Search	1545818544199	1545818544227	OK	 
REQUEST	201		Search	1545818544229	1545818544249	OK	 
USER	Users	201	END	1545818544113	1545818544249
USER	Users	202	START	1545818544251	1545818544251
REQUEST	202		Search	1545818544252	1545818544287	OK	 
REQUEST	202		Search	1545818544288	1545818544313	OK	 
REQUEST	202		Search	1545818544314	1545818544337	OK	 
REQUEST	202		Search	1545818544339	1545818544357	OK	 
REQUEST	202		Search	1545818544358	1545818544383	OK	 
USER	Users	202	END	1545818544251	1545818544383
USER	Users	203	START	1545818544403	1545818544403
REQUEST	203		Search	1545818544404	1545818544443	OK	 
REQUEST	203		Search	1545818544444	1545818544468	OK	 
REQUEST	203		Search	1545818544469	1545818544509	OK	 
USER	Users	204	START	1545818544544	1545818544544
REQUEST	203		Search	1545818544513	1545818544544	OK	 
REQUEST	204		Search	1545818544544	1545818544568	OK	 
REQUEST	203		Search	1545818544545	1545818544611	OK	 
USER	Users	203	END	1545818544403	1545818544614
REQUEST	204		Search	1545818544569	1545818544617	OK	 
USER	Users	205	START	1545818544684	1545818544684
REQUEST	204		Search	1545818544620	1545818544695	OK	 
REQUEST	205		Search	1545818544684	1545818544712	OK	 
REQUEST	205		Search	1545818544715	1545818544747	OK	 
REQUEST	204		Search	1545818544711	1545818544748	OK	 
REQUEST	204		Search	1545818544748	1545818544791	OK	 
USER	Users	204	END	1545818544544	1545818544792
REQUEST	205		Search	1545818544748	1545818544806	OK	 
USER	Users	206	START	1545818544822	1545818544822
REQUEST	205		Search	1545818544809	1545818544847	OK	 
REQUEST	206		Search	1545818544822	1545818544850	OK	 
REQUEST	205		Search	1545818544849	1545818544948	OK	 
USER	Users	205	END	1545818544684	1545818544951
REQUEST	206		Search	1545818544852	1545818544960	OK	 
USER	Users	207	START	1545818544973	1545818544973
REQUEST	206		Search	1545818544961	1545818544979	OK	 
REQUEST	206		Search	1545818544982	1545818544994	OK	 
REQUEST	206		Search	1545818544995	1545818545009	OK	 
USER	Users	206	END	1545818544822	1545818545010
REQUEST	207		Search	1545818544974	1545818545010	OK	 
REQUEST	207		Search	1545818545012	1545818545040	OK	 
REQUEST	207		Search	1545818545044	1545818545070	OK	 
REQUEST	207		Search	1545818545071	1545818545086	OK	 
USER	Users	208	START	1545818545112	1545818545112
REQUEST	208		Search	1545818545112	1545818545137	OK	 
REQUEST	207		Search	1545818545087	1545818545159	OK	 
USER	Users	207	END	1545818544973	1545818545170
REQUEST	208		Search	1545818545138	1545818545172	OK	 
REQUEST	208		Search	1545818545175	1545818545202	OK	 
REQUEST	208		Search	1545818545203	1545818545223	OK	 
USER	Users	209	START	1545818545253	1545818545253
REQUEST	208		Search	1545818545224	1545818545259	OK	 
USER	Users	208	END	1545818545112	1545818545260
REQUEST	209		Search	1545818545253	1545818545281	OK	 
REQUEST	209		Search	1545818545282	1545818545338	OK	 
USER	Users	210	START	1545818545402	1545818545402
REQUEST	210		Search	1545818545404	1545818545432	OK	 
REQUEST	210		Search	1545818545434	1545818545456	OK	 
REQUEST	210		Search	1545818545457	1545818545478	OK	 
REQUEST	209		Search	1545818545340	1545818545463	OK	 
REQUEST	210		Search	1545818545479	1545818545501	OK	 
REQUEST	209		Search	1545818545482	1545818545523	OK	 
REQUEST	210		Search	1545818545502	1545818545524	OK	 
USER	Users	210	END	1545818545402	1545818545525
REQUEST	209		Search	1545818545524	1545818545539	OK	 
USER	Users	209	END	1545818545253	1545818545540
USER	Users	211	START	1545818545544	1545818545544
REQUEST	211		Search	1545818545544	1545818545579	OK	 
REQUEST	211		Search	1545818545581	1545818545608	OK	 
REQUEST	211		Search	1545818545609	1545818545635	OK	 
REQUEST	211		Search	1545818545636	1545818545655	OK	 
REQUEST	211		Search	1545818545656	1545818545673	OK	 
USER	Users	211	END	1545818545544	1545818545674
USER	Users	212	START	1545818545684	1545818545684
REQUEST	212		Search	1545818545684	1545818545708	OK	 
REQUEST	212		Search	1545818545709	1545818545728	OK	 
REQUEST	212		Search	1545818545729	1545818545761	OK	 
REQUEST	212		Search	1545818545763	1545818545783	OK	 
USER	Users	213	START	1545818545823	1545818545823
REQUEST	212		Search	1545818545784	1545818545821	OK	 
USER	Users	212	END	1545818545684	1545818545824
REQUEST	213		Search	1545818545824	1545818545838	OK	 
REQUEST	213		Search	1545818545839	1545818545855	OK	 
REQUEST	213		Search	1545818545856	1545818545890	OK	 
REQUEST	213		Search	1545818545891	1545818545929	OK	 
REQUEST	213		Search	1545818545933	1545818545960	OK	 
USER	Users	213	END	1545818545823	1545818545963
USER	Users	214	START	1545818545972	1545818545972
REQUEST	214		Search	1545818545973	1545818546018	OK	 
USER	Users	215	START	1545818546113	1545818546113
REQUEST	214		Search	1545818546026	1545818546131	OK	 
REQUEST	215		Search	1545818546114	1545818546138	OK	 
REQUEST	214		Search	1545818546134	1545818546173	OK	 
REQUEST	215		Search	1545818546139	1545818546175	OK	 
REQUEST	215		Search	1545818546176	1545818546207	OK	 
REQUEST	214		Search	1545818546175	1545818546208	OK	 
USER	Users	216	START	1545818546253	1545818546253
REQUEST	216		Search	1545818546254	1545818546278	OK	 
REQUEST	214		Search	1545818546210	1545818546278	OK	 
USER	Users	214	END	1545818545972	1545818546280
REQUEST	216		Search	1545818546279	1545818546312	OK	 
REQUEST	216		Search	1545818546313	1545818546363	OK	 
REQUEST	216		Search	1545818546364	1545818546396	OK	 
USER	Users	217	START	1545818546401	1545818546401
REQUEST	215		Search	1545818546208	1545818546412	OK	 
REQUEST	216		Search	1545818546400	1545818546431	OK	 
USER	Users	216	END	1545818546253	1545818546432
REQUEST	217		Search	1545818546402	1545818546434	OK	 
REQUEST	215		Search	1545818546418	1545818546457	OK	 
USER	Users	215	END	1545818546113	1545818546458
REQUEST	217		Search	1545818546434	1545818546458	OK	 
REQUEST	217		Search	1545818546458	1545818546498	OK	 
REQUEST	217		Search	1545818546503	1545818546532	OK	 
USER	Users	218	START	1545818546543	1545818546543
REQUEST	217		Search	1545818546533	1545818546574	OK	 
USER	Users	217	END	1545818546401	1545818546578
REQUEST	218		Search	1545818546544	1545818546581	OK	 
REQUEST	218		Search	1545818546583	1545818546615	OK	 
REQUEST	218		Search	1545818546618	1545818546644	OK	 
REQUEST	218		Search	1545818546645	1545818546672	OK	 
USER	Users	219	START	1545818546682	1545818546682
REQUEST	218		Search	1545818546673	1545818546704	OK	 
USER	Users	218	END	1545818546543	1545818546706
REQUEST	219		Search	1545818546682	1545818546712	OK	 
REQUEST	219		Search	1545818546713	1545818546734	OK	 
REQUEST	219		Search	1545818546735	1545818546755	OK	 
REQUEST	219		Search	1545818546756	1545818546785	OK	 
REQUEST	219		Search	1545818546786	1545818546802	OK	 
USER	Users	219	END	1545818546682	1545818546805
USER	Users	220	START	1545818546821	1545818546821
REQUEST	220		Search	1545818546822	1545818546846	OK	 
REQUEST	220		Search	1545818546846	1545818546875	OK	 
REQUEST	220		Search	1545818546875	1545818546909	OK	 
REQUEST	220		Search	1545818546911	1545818546924	OK	 
REQUEST	220		Search	1545818546925	1545818546959	OK	 
USER	Users	220	END	1545818546821	1545818546963
USER	Users	221	START	1545818546974	1545818546974
REQUEST	221		Search	1545818546974	1545818546999	OK	 
REQUEST	221		Search	1545818547001	1545818547033	OK	 
REQUEST	221		Search	1545818547035	1545818547063	OK	 
REQUEST	221		Search	1545818547064	1545818547089	OK	 
USER	Users	222	START	1545818547113	1545818547113
REQUEST	221		Search	1545818547089	1545818547127	OK	 
USER	Users	221	END	1545818546974	1545818547129
REQUEST	222		Search	1545818547113	1545818547147	OK	 
REQUEST	222		Search	1545818547148	1545818547171	OK	 
USER	Users	223	START	1545818547254	1545818547254
REQUEST	222		Search	1545818547174	1545818547270	OK	 
REQUEST	223		Search	1545818547255	1545818547305	OK	 
REQUEST	222		Search	1545818547275	1545818547308	OK	 
REQUEST	223		Search	1545818547307	1545818547334	OK	 
REQUEST	223		Search	1545818547335	1545818547362	OK	 
REQUEST	222		Search	1545818547311	1545818547355	OK	 
USER	Users	222	END	1545818547113	1545818547363
REQUEST	223		Search	1545818547363	1545818547380	OK	 
USER	Users	224	START	1545818547394	1545818547394
REQUEST	223		Search	1545818547383	1545818547406	OK	 
USER	Users	223	END	1545818547254	1545818547409
REQUEST	224		Search	1545818547395	1545818547427	OK	 
REQUEST	224		Search	1545818547429	1545818547447	OK	 
REQUEST	224		Search	1545818547452	1545818547488	OK	 
REQUEST	224		Search	1545818547489	1545818547514	OK	 
REQUEST	224		Search	1545818547515	1545818547538	OK	 
USER	Users	224	END	1545818547394	1545818547538
USER	Users	225	START	1545818547544	1545818547544
REQUEST	225		Search	1545818547544	1545818547566	OK	 
REQUEST	225		Search	1545818547567	1545818547578	OK	 
REQUEST	225		Search	1545818547580	1545818547669	OK	 
USER	Users	226	START	1545818547682	1545818547682
REQUEST	226		Search	1545818547683	1545818547705	OK	 
REQUEST	225		Search	1545818547671	1545818547726	OK	 
REQUEST	225		Search	1545818547736	1545818547760	OK	 
USER	Users	225	END	1545818547544	1545818547761
REQUEST	226		Search	1545818547706	1545818547771	OK	 
REQUEST	226		Search	1545818547774	1545818547819	OK	 
USER	Users	227	START	1545818547822	1545818547822
REQUEST	227		Search	1545818547823	1545818547873	OK	 
REQUEST	227		Search	1545818547876	1545818547920	OK	 
REQUEST	227		Search	1545818547925	1545818547948	OK	 
USER	Users	228	START	1545818547962	1545818547962
REQUEST	228		Search	1545818547963	1545818547982	OK	 
REQUEST	227		Search	1545818547949	1545818547984	OK	 
